tool,technique,total_packages,detected,missed,detection_rate
sap_RF,control_flow_flattening,122,11,111,0.09016393442622951
sap_RF,network_traffic_blending,3601,2731,870,0.7584004443210219
packj_static,encrypted_communication,28,28,0,1.0
packj_static,user_agent_spoofing,169,169,0,1.0
packj_static,pretest_hook_abuse,2,2,0,1.0
packj_static,malicious_download,60,53,7,0.8833333333333333
packj_static,string_obfuscation,681,636,45,0.933920704845815
packj_static,hex_encoding,635,633,2,0.9968503937007874
packj_static,dependency_confusion,25,23,2,0.92
packj_static,background_execution,222,217,5,0.9774774774774775
packj_static,minimal_code,739,728,11,0.9851150202976996
packj_static,base32_encoding,9,9,0,1.0
packj_static,native_code_execution,21,21,0,1.0
packj_static,install_script_abuse,529,523,6,0.9886578449905482
packj_static,variable_indirection,341,322,19,0.9442815249266863
packj_static,command_injection,1,1,0,1.0
packj_static,built_in_module_abuse,4426,4386,40,0.9909624943515589
packj_static,uninstall_script_abuse,4,4,0,1.0
packj_static,postinstall_hook_abuse,629,605,24,0.9618441971383148
packj_static,command_and_control,6,3,3,0.5
packj_static,base64_encoding,554,549,5,0.9909747292418772
packj_static,anti_static_analysis,224,215,9,0.9598214285714286
packj_static,dynamic_evaluation,207,201,6,0.9710144927536232
packj_static,anti_debugging,59,54,5,0.9152542372881356
packj_static,multi_platform_support,124,120,4,0.967741935483871
packj_static,file_cleanup,51,40,11,0.7843137254901961
packj_static,wildcard_url_matching,7,7,0,1.0
packj_static,prepare_hook_abuse,7,7,0,1.0
packj_static,environment_detection,204,192,12,0.9411764705882353
packj_static,sandbox_detection,16,16,0,1.0
packj_static,silent_error_handling,4127,4088,39,0.990550036346014
packj_static,ip_spoofing,1,1,0,1.0
packj_static,typosquatting,6,5,1,0.8333333333333334
packj_static,runtime_caching,9,9,0,1.0
packj_static,event_based_execution,85,80,5,0.9411764705882353
packj_static,error_suppression,219,219,0,1.0
packj_static,multi_endpoint_exfiltration,35,31,4,0.8857142857142857
packj_static,test_script_abuse,213,213,0,1.0
packj_static,preinstall_hook_abuse,4510,4484,26,0.9942350332594235
packj_static,code_splitting,36,36,0,1.0
packj_static,dns_exfiltration,220,220,0,1.0
packj_static,shell_expansion,270,270,0,1.0
packj_static,disposable_email_usage,2,2,0,1.0
packj_static,base58_encoding,1,1,0,1.0
packj_static,conditional_execution,483,462,21,0.9565217391304348
packj_static,timing_based_evasion,16,16,0,1.0
packj_static,domain_generation,59,59,0,1.0
packj_static,legitimate_api_abuse,4623,4580,43,0.990698680510491
packj_static,control_flow_flattening,122,115,7,0.9426229508196722
packj_static,network_traffic_blending,3601,3593,8,0.9977783948903083
sap_DT,encrypted_communication,28,17,11,0.6071428571428571
sap_DT,user_agent_spoofing,169,2,167,0.011834319526627219
sap_DT,pretest_hook_abuse,2,2,0,1.0
sap_DT,malicious_download,60,15,45,0.25
sap_DT,string_obfuscation,681,220,461,0.32305433186490456
sap_DT,hex_encoding,635,587,48,0.9244094488188976
sap_DT,dependency_confusion,25,16,9,0.64
sap_DT,background_execution,222,77,145,0.34684684684684686
sap_DT,minimal_code,739,345,394,0.4668470906630582
sap_DT,base32_encoding,9,8,1,0.8888888888888888
sap_DT,native_code_execution,21,10,11,0.47619047619047616
sap_DT,install_script_abuse,529,416,113,0.7863894139886578
sap_DT,variable_indirection,341,115,226,0.33724340175953077
sap_DT,command_injection,1,1,0,1.0
sap_DT,built_in_module_abuse,4426,3109,1317,0.702440126525079
sap_DT,uninstall_script_abuse,4,0,4,0.0
sap_DT,postinstall_hook_abuse,629,291,338,0.4626391096979332
sap_DT,command_and_control,6,1,5,0.16666666666666666
sap_DT,base64_encoding,554,379,175,0.6841155234657039
sap_DT,anti_static_analysis,224,47,177,0.20982142857142858
sap_DT,dynamic_evaluation,207,54,153,0.2608695652173913
sap_DT,anti_debugging,59,3,56,0.05084745762711865
sap_DT,multi_platform_support,124,50,74,0.4032258064516129
sap_DT,file_cleanup,51,9,42,0.17647058823529413
sap_DT,wildcard_url_matching,7,0,7,0.0
sap_DT,prepare_hook_abuse,7,1,6,0.14285714285714285
sap_DT,environment_detection,204,117,87,0.5735294117647058
sap_DT,sandbox_detection,16,14,2,0.875
sap_DT,silent_error_handling,4127,2984,1143,0.7230433729101042
sap_DT,ip_spoofing,1,0,1,0.0
sap_DT,typosquatting,6,4,2,0.6666666666666666
sap_DT,runtime_caching,9,2,7,0.2222222222222222
sap_DT,event_based_execution,85,0,85,0.0
sap_DT,error_suppression,219,154,65,0.7031963470319634
sap_DT,multi_endpoint_exfiltration,35,21,14,0.6
sap_DT,test_script_abuse,213,79,134,0.37089201877934275
sap_DT,preinstall_hook_abuse,4510,3772,738,0.8363636363636363
sap_DT,code_splitting,36,17,19,0.4722222222222222
sap_DT,dns_exfiltration,220,198,22,0.9
sap_DT,shell_expansion,270,242,28,0.8962962962962963
sap_DT,disposable_email_usage,2,2,0,1.0
sap_DT,base58_encoding,1,0,1,0.0
sap_DT,conditional_execution,483,356,127,0.7370600414078675
sap_DT,timing_based_evasion,16,9,7,0.5625
sap_DT,domain_generation,59,55,4,0.9322033898305084
sap_DT,legitimate_api_abuse,4623,3393,1230,0.7339390006489293
sap_DT,control_flow_flattening,122,11,111,0.09016393442622951
sap_DT,network_traffic_blending,3601,2719,882,0.7550680366564844
ossgadget,encrypted_communication,28,26,2,0.9285714285714286
ossgadget,user_agent_spoofing,169,165,4,0.9763313609467456
ossgadget,pretest_hook_abuse,2,2,0,1.0
ossgadget,malicious_download,60,57,3,0.95
ossgadget,string_obfuscation,681,593,88,0.8707782672540382
ossgadget,hex_encoding,635,625,10,0.984251968503937
ossgadget,dependency_confusion,25,24,1,0.96
ossgadget,background_execution,222,212,10,0.954954954954955
ossgadget,minimal_code,739,675,64,0.9133964817320703
ossgadget,base32_encoding,9,8,1,0.8888888888888888
ossgadget,native_code_execution,21,17,4,0.8095238095238095
ossgadget,install_script_abuse,529,491,38,0.9281663516068053
ossgadget,variable_indirection,341,291,50,0.8533724340175953
ossgadget,command_injection,1,1,0,1.0
ossgadget,built_in_module_abuse,4426,4132,294,0.9335743334839585
ossgadget,uninstall_script_abuse,4,4,0,1.0
ossgadget,postinstall_hook_abuse,629,578,51,0.918918918918919
ossgadget,command_and_control,6,4,2,0.6666666666666666
ossgadget,base64_encoding,554,519,35,0.9368231046931408
ossgadget,anti_static_analysis,224,186,38,0.8303571428571429
ossgadget,dynamic_evaluation,207,179,28,0.8647342995169082
ossgadget,anti_debugging,59,44,15,0.7457627118644068
ossgadget,multi_platform_support,124,119,5,0.9596774193548387
ossgadget,file_cleanup,51,46,5,0.9019607843137255
ossgadget,wildcard_url_matching,7,7,0,1.0
ossgadget,prepare_hook_abuse,7,7,0,1.0
ossgadget,environment_detection,204,185,19,0.9068627450980392
ossgadget,sandbox_detection,16,15,1,0.9375
ossgadget,silent_error_handling,4127,3841,286,0.9307002665374364
ossgadget,ip_spoofing,1,1,0,1.0
ossgadget,typosquatting,6,6,0,1.0
ossgadget,runtime_caching,9,5,4,0.5555555555555556
ossgadget,event_based_execution,85,74,11,0.8705882352941177
ossgadget,error_suppression,219,192,27,0.8767123287671232
ossgadget,multi_endpoint_exfiltration,35,31,4,0.8857142857142857
ossgadget,test_script_abuse,213,195,18,0.9154929577464789
ossgadget,preinstall_hook_abuse,4510,4163,347,0.923059866962306
ossgadget,code_splitting,36,34,2,0.9444444444444444
ossgadget,dns_exfiltration,220,217,3,0.9863636363636363
ossgadget,shell_expansion,270,261,9,0.9666666666666667
ossgadget,disposable_email_usage,2,2,0,1.0
ossgadget,base58_encoding,1,1,0,1.0
ossgadget,conditional_execution,483,412,71,0.8530020703933747
ossgadget,timing_based_evasion,16,12,4,0.75
ossgadget,domain_generation,59,38,21,0.6440677966101694
ossgadget,legitimate_api_abuse,4623,4272,351,0.9240752757949383
ossgadget,control_flow_flattening,122,104,18,0.8524590163934426
ossgadget,network_traffic_blending,3601,3364,237,0.9341849486253818
genie,encrypted_communication,28,9,19,0.32142857142857145
genie,user_agent_spoofing,169,10,159,0.05917159763313609
genie,pretest_hook_abuse,2,0,2,0.0
genie,malicious_download,60,16,44,0.26666666666666666
genie,string_obfuscation,681,422,259,0.6196769456681351
genie,hex_encoding,635,459,176,0.7228346456692913
genie,dependency_confusion,25,7,18,0.28
genie,background_execution,222,43,179,0.19369369369369369
genie,minimal_code,739,164,575,0.2219215155615697
genie,base32_encoding,9,7,2,0.7777777777777778
genie,native_code_execution,21,5,16,0.23809523809523808
genie,install_script_abuse,529,51,478,0.09640831758034027
genie,variable_indirection,341,237,104,0.6950146627565983
genie,command_injection,1,1,0,1.0
genie,built_in_module_abuse,4426,2670,1756,0.6032535020334387
genie,uninstall_script_abuse,4,0,4,0.0
genie,postinstall_hook_abuse,629,156,473,0.2480127186009539
genie,command_and_control,6,6,0,1.0
genie,base64_encoding,554,85,469,0.15342960288808663
genie,anti_static_analysis,224,112,112,0.5
genie,dynamic_evaluation,207,59,148,0.28502415458937197
genie,anti_debugging,59,40,19,0.6779661016949152
genie,multi_platform_support,124,25,99,0.20161290322580644
genie,file_cleanup,51,0,51,0.0
genie,wildcard_url_matching,7,1,6,0.14285714285714285
genie,prepare_hook_abuse,7,1,6,0.14285714285714285
genie,environment_detection,204,123,81,0.6029411764705882
genie,sandbox_detection,16,16,0,1.0
genie,silent_error_handling,4127,2627,1500,0.636539859462079
genie,ip_spoofing,1,1,0,1.0
genie,typosquatting,6,0,6,0.0
genie,runtime_caching,9,3,6,0.3333333333333333
genie,event_based_execution,85,17,68,0.2
genie,error_suppression,219,32,187,0.1461187214611872
genie,multi_endpoint_exfiltration,35,13,22,0.37142857142857144
genie,test_script_abuse,213,29,184,0.13615023474178403
genie,preinstall_hook_abuse,4510,2494,2016,0.5529933481152993
genie,code_splitting,36,10,26,0.2777777777777778
genie,dns_exfiltration,220,31,189,0.1409090909090909
genie,shell_expansion,270,12,258,0.044444444444444446
genie,disposable_email_usage,2,1,1,0.5
genie,base58_encoding,1,0,1,0.0
genie,conditional_execution,483,384,99,0.7950310559006211
genie,timing_based_evasion,16,3,13,0.1875
genie,domain_generation,59,1,58,0.01694915254237288
genie,legitimate_api_abuse,4623,2556,2067,0.5528877352368592
genie,control_flow_flattening,122,77,45,0.6311475409836066
genie,network_traffic_blending,3601,2431,1170,0.6750902527075813
packj_trace,encrypted_communication,28,28,0,1.0
packj_trace,user_agent_spoofing,169,169,0,1.0
packj_trace,pretest_hook_abuse,2,2,0,1.0
packj_trace,malicious_download,60,53,7,0.8833333333333333
packj_trace,string_obfuscation,681,637,44,0.9353891336270191
packj_trace,hex_encoding,635,633,2,0.9968503937007874
packj_trace,dependency_confusion,25,23,2,0.92
packj_trace,background_execution,222,217,5,0.9774774774774775
packj_trace,minimal_code,739,728,11,0.9851150202976996
packj_trace,base32_encoding,9,9,0,1.0
packj_trace,native_code_execution,21,21,0,1.0
packj_trace,install_script_abuse,529,523,6,0.9886578449905482
packj_trace,variable_indirection,341,323,18,0.9472140762463344
packj_trace,command_injection,1,1,0,1.0
packj_trace,built_in_module_abuse,4426,4386,40,0.9909624943515589
packj_trace,uninstall_script_abuse,4,4,0,1.0
packj_trace,postinstall_hook_abuse,629,606,23,0.9634340222575517
packj_trace,command_and_control,6,3,3,0.5
packj_trace,base64_encoding,554,549,5,0.9909747292418772
packj_trace,anti_static_analysis,224,215,9,0.9598214285714286
packj_trace,dynamic_evaluation,207,201,6,0.9710144927536232
packj_trace,anti_debugging,59,54,5,0.9152542372881356
packj_trace,multi_platform_support,124,120,4,0.967741935483871
packj_trace,file_cleanup,51,40,11,0.7843137254901961
packj_trace,wildcard_url_matching,7,7,0,1.0
packj_trace,prepare_hook_abuse,7,7,0,1.0
packj_trace,environment_detection,204,193,11,0.946078431372549
packj_trace,sandbox_detection,16,16,0,1.0
packj_trace,silent_error_handling,4127,4089,38,0.9907923431063727
packj_trace,ip_spoofing,1,1,0,1.0
packj_trace,typosquatting,6,5,1,0.8333333333333334
packj_trace,runtime_caching,9,9,0,1.0
packj_trace,event_based_execution,85,80,5,0.9411764705882353
packj_trace,error_suppression,219,219,0,1.0
packj_trace,multi_endpoint_exfiltration,35,31,4,0.8857142857142857
packj_trace,test_script_abuse,213,213,0,1.0
packj_trace,preinstall_hook_abuse,4510,4484,26,0.9942350332594235
packj_trace,code_splitting,36,36,0,1.0
packj_trace,dns_exfiltration,220,220,0,1.0
packj_trace,shell_expansion,270,270,0,1.0
packj_trace,disposable_email_usage,2,2,0,1.0
packj_trace,base58_encoding,1,1,0,1.0
packj_trace,conditional_execution,483,462,21,0.9565217391304348
packj_trace,timing_based_evasion,16,16,0,1.0
packj_trace,domain_generation,59,59,0,1.0
packj_trace,legitimate_api_abuse,4623,4581,42,0.990914990266061
packj_trace,control_flow_flattening,122,116,6,0.9508196721311475
packj_trace,network_traffic_blending,3601,3593,8,0.9977783948903083
sap_XGB,encrypted_communication,28,18,10,0.6428571428571429
sap_XGB,user_agent_spoofing,169,134,35,0.7928994082840237
sap_XGB,pretest_hook_abuse,2,2,0,1.0
sap_XGB,malicious_download,60,44,16,0.7333333333333333
sap_XGB,string_obfuscation,681,410,271,0.6020558002936858
sap_XGB,hex_encoding,635,623,12,0.9811023622047244
sap_XGB,dependency_confusion,25,18,7,0.72
sap_XGB,background_execution,222,91,131,0.4099099099099099
sap_XGB,minimal_code,739,629,110,0.851150202976996
sap_XGB,base32_encoding,9,9,0,1.0
sap_XGB,native_code_execution,21,17,4,0.8095238095238095
sap_XGB,install_script_abuse,529,468,61,0.8846880907372401
sap_XGB,variable_indirection,341,235,106,0.6891495601173021
sap_XGB,command_injection,1,1,0,1.0
sap_XGB,built_in_module_abuse,4426,4002,424,0.9042024401265251
sap_XGB,uninstall_script_abuse,4,3,1,0.75
sap_XGB,postinstall_hook_abuse,629,390,239,0.6200317965023847
sap_XGB,command_and_control,6,2,4,0.3333333333333333
sap_XGB,base64_encoding,554,438,116,0.7906137184115524
sap_XGB,anti_static_analysis,224,138,86,0.6160714285714286
sap_XGB,dynamic_evaluation,207,134,73,0.6473429951690821
sap_XGB,anti_debugging,59,33,26,0.559322033898305
sap_XGB,multi_platform_support,124,59,65,0.47580645161290325
sap_XGB,file_cleanup,51,10,41,0.19607843137254902
sap_XGB,wildcard_url_matching,7,2,5,0.2857142857142857
sap_XGB,prepare_hook_abuse,7,4,3,0.5714285714285714
sap_XGB,environment_detection,204,140,64,0.6862745098039216
sap_XGB,sandbox_detection,16,15,1,0.9375
sap_XGB,silent_error_handling,4127,3763,364,0.9118003392294645
sap_XGB,ip_spoofing,1,0,1,0.0
sap_XGB,typosquatting,6,2,4,0.3333333333333333
sap_XGB,runtime_caching,9,7,2,0.7777777777777778
sap_XGB,event_based_execution,85,35,50,0.4117647058823529
sap_XGB,error_suppression,219,175,44,0.7990867579908676
sap_XGB,multi_endpoint_exfiltration,35,28,7,0.8
sap_XGB,test_script_abuse,213,124,89,0.5821596244131455
sap_XGB,preinstall_hook_abuse,4510,4115,395,0.9124168514412417
sap_XGB,code_splitting,36,18,18,0.5
sap_XGB,dns_exfiltration,220,217,3,0.9863636363636363
sap_XGB,shell_expansion,270,261,9,0.9666666666666667
sap_XGB,disposable_email_usage,2,2,0,1.0
sap_XGB,base58_encoding,1,0,1,0.0
sap_XGB,conditional_execution,483,377,106,0.7805383022774327
sap_XGB,timing_based_evasion,16,10,6,0.625
sap_XGB,domain_generation,59,59,0,1.0
sap_XGB,legitimate_api_abuse,4623,3973,650,0.8593986588795155
sap_XGB,control_flow_flattening,122,73,49,0.5983606557377049
sap_XGB,network_traffic_blending,3601,3372,229,0.9364065537350736
guarddog,encrypted_communication,28,24,4,0.8571428571428571
guarddog,user_agent_spoofing,169,36,133,0.21301775147928995
guarddog,pretest_hook_abuse,2,2,0,1.0
guarddog,malicious_download,60,50,10,0.8333333333333334
guarddog,string_obfuscation,681,454,227,0.6666666666666666
guarddog,hex_encoding,635,605,30,0.952755905511811
guarddog,dependency_confusion,25,19,6,0.76
guarddog,background_execution,222,149,73,0.6711711711711712
guarddog,minimal_code,739,531,208,0.7185385656292287
guarddog,base32_encoding,9,8,1,0.8888888888888888
guarddog,native_code_execution,21,20,1,0.9523809523809523
guarddog,install_script_abuse,529,524,5,0.9905482041587902
guarddog,variable_indirection,341,241,100,0.7067448680351907
guarddog,command_injection,1,1,0,1.0
guarddog,built_in_module_abuse,4426,3936,490,0.8892905558065973
guarddog,uninstall_script_abuse,4,4,0,1.0
guarddog,postinstall_hook_abuse,629,629,0,1.0
guarddog,command_and_control,6,6,0,1.0
guarddog,base64_encoding,554,441,113,0.796028880866426
guarddog,anti_static_analysis,224,158,66,0.7053571428571429
guarddog,dynamic_evaluation,207,143,64,0.6908212560386473
guarddog,anti_debugging,59,42,17,0.711864406779661
guarddog,multi_platform_support,124,101,23,0.8145161290322581
guarddog,file_cleanup,51,51,0,1.0
guarddog,wildcard_url_matching,7,7,0,1.0
guarddog,prepare_hook_abuse,7,4,3,0.5714285714285714
guarddog,environment_detection,204,167,37,0.8186274509803921
guarddog,sandbox_detection,16,16,0,1.0
guarddog,silent_error_handling,4127,3788,339,0.9178580082384299
guarddog,ip_spoofing,1,0,1,0.0
guarddog,typosquatting,6,4,2,0.6666666666666666
guarddog,runtime_caching,9,6,3,0.6666666666666666
guarddog,event_based_execution,85,15,70,0.17647058823529413
guarddog,error_suppression,219,210,9,0.958904109589041
guarddog,multi_endpoint_exfiltration,35,26,9,0.7428571428571429
guarddog,test_script_abuse,213,135,78,0.6338028169014085
guarddog,preinstall_hook_abuse,4510,4508,2,0.9995565410199556
guarddog,code_splitting,36,32,4,0.8888888888888888
guarddog,dns_exfiltration,220,220,0,1.0
guarddog,shell_expansion,270,268,2,0.9925925925925926
guarddog,disposable_email_usage,2,2,0,1.0
guarddog,base58_encoding,1,0,1,0.0
guarddog,conditional_execution,483,445,38,0.9213250517598344
guarddog,timing_based_evasion,16,10,6,0.625
guarddog,domain_generation,59,59,0,1.0
guarddog,legitimate_api_abuse,4623,4384,239,0.9483019684187757
guarddog,control_flow_flattening,122,75,47,0.6147540983606558
guarddog,network_traffic_blending,3601,3370,231,0.9358511524576506
