package_id,technique
mparticle-roku-sdk/99999.1.15,preinstall_hook_abuse
mparticle-roku-sdk/99999.1.15,network_traffic_blending
useevil/1.0.0,built_in_module_abuse
useevil/1.0.0,dependency_confusion
etherscn-api/10.3.0,postinstall_hook_abuse
etherscn-api/10.3.0,legitimate_api_abuse
icondepan/1.0.0,string_obfuscation
icondepan/1.0.0,silent_error_handling
icondepan/1.0.0,control_flow_flattening
icondepan/1.0.0,dynamic_evaluation
icondepan/1.0.0,variable_indirection
uber-eats/99.9.9,base64_encoding
uber-eats/99.9.9,preinstall_hook_abuse
uber-eats/99.9.9,legitimate_api_abuse
uber-eats/99.9.9,network_traffic_blending
ssc-ui-static/6.2.4,silent_error_handling
ssc-ui-static/6.2.4,built_in_module_abuse
ssc-ui-static/6.2.4,legitimate_api_abuse
ssc-ui-static/6.2.4,preinstall_hook_abuse
ssc-ui-static/6.2.4,network_traffic_blending
jera/1.0.1,postinstall_hook_abuse
jera/1.0.1,legitimate_api_abuse
jera/1.0.4,postinstall_hook_abuse
jera/1.0.4,legitimate_api_abuse
jera/1.0.3,postinstall_hook_abuse
jera/1.0.3,legitimate_api_abuse
jera/1.0.2,postinstall_hook_abuse
jera/1.0.2,install_script_abuse
fortnitehammer2/99.10.9,network_traffic_blending
fortnitehammer2/99.10.9,string_obfuscation
fortnitehammer2/99.10.9,silent_error_handling
fortnitehammer2/99.10.9,built_in_module_abuse
fortnitehammer2/99.10.9,legitimate_api_abuse
fortnitehammer2/99.10.9,preinstall_hook_abuse
fortnitehammer2/99.10.9,variable_indirection
moonbeam-history/99.10.9,silent_error_handling
moonbeam-history/99.10.9,built_in_module_abuse
moonbeam-history/99.10.9,hex_encoding
moonbeam-history/99.10.9,legitimate_api_abuse
moonbeam-history/99.10.9,preinstall_hook_abuse
moonbeam-history/99.10.9,network_traffic_blending
moonbeam-history/99.10.10,silent_error_handling
moonbeam-history/99.10.10,built_in_module_abuse
moonbeam-history/99.10.10,legitimate_api_abuse
moonbeam-history/99.10.10,preinstall_hook_abuse
moonbeam-history/99.10.10,network_traffic_blending
identity-browser-manual/99.10.9,silent_error_handling
identity-browser-manual/99.10.9,built_in_module_abuse
identity-browser-manual/99.10.9,legitimate_api_abuse
identity-browser-manual/99.10.9,preinstall_hook_abuse
identity-browser-manual/99.10.9,network_traffic_blending
uflexreward-test/99.9.9,shell_expansion
uflexreward-test/99.9.9,minimal_code
uflexreward-test/99.9.9,preinstall_hook_abuse
uflexreward-test/99.9.9,anti_static_analysis
uflexreward-test/99.9.9,install_script_abuse
uflexreward-test/99.9.9,dynamic_evaluation
log-packed/99.10.9,silent_error_handling
log-packed/99.10.9,built_in_module_abuse
log-packed/99.10.9,legitimate_api_abuse
log-packed/99.10.9,preinstall_hook_abuse
log-packed/99.10.9,network_traffic_blending
samples-bootstrap-theme/1.0.0,multi_platform_support
samples-bootstrap-theme/1.0.0,shell_expansion
samples-bootstrap-theme/1.0.0,environment_detection
samples-bootstrap-theme/1.0.0,silent_error_handling
samples-bootstrap-theme/1.0.0,base64_encoding
samples-bootstrap-theme/1.0.0,preinstall_hook_abuse
samples-bootstrap-theme/1.0.0,dns_exfiltration
samples-bootstrap-theme/99.0.0,multi_platform_support
samples-bootstrap-theme/99.0.0,shell_expansion
samples-bootstrap-theme/99.0.0,environment_detection
samples-bootstrap-theme/99.0.0,silent_error_handling
samples-bootstrap-theme/99.0.0,base64_encoding
samples-bootstrap-theme/99.0.0,preinstall_hook_abuse
samples-bootstrap-theme/99.0.0,dns_exfiltration
mona-client-max/99.11.18,silent_error_handling
mona-client-max/99.11.18,built_in_module_abuse
mona-client-max/99.11.18,legitimate_api_abuse
mona-client-max/99.11.18,base64_encoding
mona-client-max/99.11.18,preinstall_hook_abuse
sparkonto-plus-external-web-app/1.0.1,silent_error_handling
sparkonto-plus-external-web-app/1.0.1,built_in_module_abuse
sparkonto-plus-external-web-app/1.0.1,legitimate_api_abuse
sparkonto-plus-external-web-app/1.0.1,preinstall_hook_abuse
sparkonto-plus-external-web-app/1.0.1,network_traffic_blending
sparkonto-plus-external-web-app/1.0.4,silent_error_handling
sparkonto-plus-external-web-app/1.0.4,built_in_module_abuse
sparkonto-plus-external-web-app/1.0.4,minimal_code
sparkonto-plus-external-web-app/1.0.4,legitimate_api_abuse
sparkonto-plus-external-web-app/1.0.4,preinstall_hook_abuse
sparkonto-plus-external-web-app/1.0.4,network_traffic_blending
sparkonto-plus-external-web-app/1.0.3,silent_error_handling
sparkonto-plus-external-web-app/1.0.3,built_in_module_abuse
sparkonto-plus-external-web-app/1.0.3,legitimate_api_abuse
sparkonto-plus-external-web-app/1.0.3,preinstall_hook_abuse
sparkonto-plus-external-web-app/1.0.3,network_traffic_blending
sparkonto-plus-external-web-app/1.0.2,silent_error_handling
sparkonto-plus-external-web-app/1.0.2,built_in_module_abuse
sparkonto-plus-external-web-app/1.0.2,legitimate_api_abuse
sparkonto-plus-external-web-app/1.0.2,preinstall_hook_abuse
sparkonto-plus-external-web-app/1.0.2,network_traffic_blending
algo-svnlook/1.0.4,preinstall_hook_abuse
algo-svnlook/1.0.4,legitimate_api_abuse
top-gun-maverick/2.3.0,silent_error_handling
top-gun-maverick/2.3.0,built_in_module_abuse
top-gun-maverick/2.3.0,legitimate_api_abuse
top-gun-maverick/2.3.0,preinstall_hook_abuse
top-gun-maverick/2.3.0,network_traffic_blending
top-gun-maverick/2.2.0,silent_error_handling
top-gun-maverick/2.2.0,built_in_module_abuse
top-gun-maverick/2.2.0,legitimate_api_abuse
top-gun-maverick/2.2.0,preinstall_hook_abuse
top-gun-maverick/2.2.0,network_traffic_blending
code-caches/1.0.1,string_obfuscation
code-caches/1.0.1,silent_error_handling
code-caches/1.0.1,built_in_module_abuse
code-caches/1.0.1,control_flow_flattening
code-caches/1.0.1,dynamic_evaluation
code-caches/1.0.1,variable_indirection
customers/35.0.0,preinstall_hook_abuse
object-get-own-property-names-external/99.10.13,conditional_execution
object-get-own-property-names-external/99.10.13,silent_error_handling
object-get-own-property-names-external/99.10.13,built_in_module_abuse
object-get-own-property-names-external/99.10.13,legitimate_api_abuse
object-get-own-property-names-external/99.10.13,preinstall_hook_abuse
object-get-own-property-names-external/99.10.13,network_traffic_blending
object-get-own-property-names-external/99.10.9,silent_error_handling
object-get-own-property-names-external/99.10.9,built_in_module_abuse
object-get-own-property-names-external/99.10.9,legitimate_api_abuse
object-get-own-property-names-external/99.10.9,preinstall_hook_abuse
object-get-own-property-names-external/99.10.9,network_traffic_blending
@fixedwidthtable##fixedwidthtable/0.0.1,conditional_execution
@fixedwidthtable##fixedwidthtable/0.0.1,environment_detection
@fixedwidthtable##fixedwidthtable/0.0.1,string_obfuscation
@fixedwidthtable##fixedwidthtable/0.0.1,silent_error_handling
@fixedwidthtable##fixedwidthtable/0.0.1,built_in_module_abuse
@fixedwidthtable##fixedwidthtable/0.0.1,legitimate_api_abuse
@fixedwidthtable##fixedwidthtable/0.0.1,preinstall_hook_abuse
@fixedwidthtable##fixedwidthtable/0.0.3,string_obfuscation
@fixedwidthtable##fixedwidthtable/0.0.3,variable_indirection
@fixedwidthtable##fixedwidthtable/0.0.3,preinstall_hook_abuse
@fixedwidthtable##fixedwidthtable/0.0.3,legitimate_api_abuse
@fixedwidthtable##fixedwidthtable/0.0.3,anti_debugging
@fixedwidthtable##fixedwidthtable/0.0.3,anti_static_analysis
@fixedwidthtable##fixedwidthtable/0.0.3,control_flow_flattening
@fixedwidthtable##fixedwidthtable/0.0.2,conditional_execution
@fixedwidthtable##fixedwidthtable/0.0.2,environment_detection
@fixedwidthtable##fixedwidthtable/0.0.2,string_obfuscation
@fixedwidthtable##fixedwidthtable/0.0.2,silent_error_handling
@fixedwidthtable##fixedwidthtable/0.0.2,built_in_module_abuse
@fixedwidthtable##fixedwidthtable/0.0.2,legitimate_api_abuse
@fixedwidthtable##fixedwidthtable/0.0.2,preinstall_hook_abuse
arm-apimanagement/99.10.9,conditional_execution
arm-apimanagement/99.10.9,silent_error_handling
arm-apimanagement/99.10.9,built_in_module_abuse
arm-apimanagement/99.10.9,legitimate_api_abuse
arm-apimanagement/99.10.9,preinstall_hook_abuse
arm-apimanagement/99.10.9,network_traffic_blending
react-window-provider/99.10.9,silent_error_handling
react-window-provider/99.10.9,built_in_module_abuse
react-window-provider/99.10.9,legitimate_api_abuse
react-window-provider/99.10.9,preinstall_hook_abuse
react-window-provider/99.10.9,network_traffic_blending
@google-research##retvecjs/100.999.99,silent_error_handling
@google-research##retvecjs/100.999.99,preinstall_hook_abuse
@google-research##retvecjs/10.99.9,preinstall_hook_abuse
@google-research##retvecjs/99.99.9,preinstall_hook_abuse
@google-research##retvecjs/99.99.9,legitimate_api_abuse
@google-research##retvecjs/100.99.9,preinstall_hook_abuse
@google-research##retvecjs/100.99.99,preinstall_hook_abuse
linencloth/6.5.8,silent_error_handling
linencloth/6.5.8,built_in_module_abuse
linencloth/6.5.8,legitimate_api_abuse
linencloth/6.5.8,preinstall_hook_abuse
linencloth/6.5.8,network_traffic_blending
arm-links/99.10.9,silent_error_handling
arm-links/99.10.9,built_in_module_abuse
arm-links/99.10.9,legitimate_api_abuse
arm-links/99.10.9,preinstall_hook_abuse
arm-links/99.10.9,network_traffic_blending
communication-sms/99.10.9,silent_error_handling
communication-sms/99.10.9,built_in_module_abuse
communication-sms/99.10.9,legitimate_api_abuse
communication-sms/99.10.9,preinstall_hook_abuse
communication-sms/99.10.9,network_traffic_blending
ngx-iceberg-links-395.0.0/beta.1,preinstall_hook_abuse
receipts/35.0.0,preinstall_hook_abuse
com.google.play/1.0.0,environment_detection
com.google.play/1.0.0,silent_error_handling
com.google.play/1.0.0,legitimate_api_abuse
com.google.play/1.0.0,base64_encoding
com.google.play/1.0.0,preinstall_hook_abuse
com.google.play/1.0.0,install_script_abuse
com.google.play/0.0.0,environment_detection
com.google.play/0.0.0,silent_error_handling
com.google.play/0.0.0,legitimate_api_abuse
com.google.play/0.0.0,base64_encoding
com.google.play/0.0.0,preinstall_hook_abuse
com.google.play/0.0.0,install_script_abuse
com.google.play/2.0.0,environment_detection
com.google.play/2.0.0,silent_error_handling
com.google.play/2.0.0,legitimate_api_abuse
com.google.play/2.0.0,base64_encoding
com.google.play/2.0.0,preinstall_hook_abuse
com.google.play/2.0.0,install_script_abuse
com.google.play/3.0.0,environment_detection
com.google.play/3.0.0,silent_error_handling
com.google.play/3.0.0,legitimate_api_abuse
com.google.play/3.0.0,base64_encoding
com.google.play/3.0.0,preinstall_hook_abuse
com.google.play/3.0.0,install_script_abuse
eslint-plugin-ssc/6.5.8,silent_error_handling
eslint-plugin-ssc/6.5.8,built_in_module_abuse
eslint-plugin-ssc/6.5.8,minimal_code
eslint-plugin-ssc/6.5.8,legitimate_api_abuse
eslint-plugin-ssc/6.5.8,preinstall_hook_abuse
eslint-plugin-ssc/6.5.8,network_traffic_blending
o2-ionic-image-loader-v7/2.0.9,silent_error_handling
o2-ionic-image-loader-v7/2.0.9,built_in_module_abuse
o2-ionic-image-loader-v7/2.0.9,legitimate_api_abuse
o2-ionic-image-loader-v7/2.0.9,preinstall_hook_abuse
o2-ionic-image-loader-v7/2.0.9,network_traffic_blending
acp-docs/6.1.3,silent_error_handling
acp-docs/6.1.3,built_in_module_abuse
acp-docs/6.1.3,legitimate_api_abuse
acp-docs/6.1.3,preinstall_hook_abuse
acp-docs/6.1.3,network_traffic_blending
duckc2-v5.5.5/5.5.5,silent_error_handling
duckc2-v5.5.5/5.5.5,built_in_module_abuse
duckc2-v5.5.5/5.5.5,minimal_code
duckc2-v5.5.5/5.5.5,legitimate_api_abuse
duckc2-v5.5.5/5.5.5,network_traffic_blending
azure-data-tables-ts/99.10.9,silent_error_handling
azure-data-tables-ts/99.10.9,built_in_module_abuse
azure-data-tables-ts/99.10.9,hex_encoding
azure-data-tables-ts/99.10.9,legitimate_api_abuse
azure-data-tables-ts/99.10.9,preinstall_hook_abuse
azure-data-tables-ts/99.10.9,network_traffic_blending
compiler-cli/99.10.9,silent_error_handling
compiler-cli/99.10.9,built_in_module_abuse
compiler-cli/99.10.9,legitimate_api_abuse
compiler-cli/99.10.9,preinstall_hook_abuse
compiler-cli/99.10.9,network_traffic_blending
azure-monitor-opentelemetry-exporter-samples-ts/99.10.9,silent_error_handling
azure-monitor-opentelemetry-exporter-samples-ts/99.10.9,built_in_module_abuse
azure-monitor-opentelemetry-exporter-samples-ts/99.10.9,legitimate_api_abuse
azure-monitor-opentelemetry-exporter-samples-ts/99.10.9,preinstall_hook_abuse
azure-monitor-opentelemetry-exporter-samples-ts/99.10.9,network_traffic_blending
hw-popup/66.6.2,silent_error_handling
hw-popup/66.6.2,test_script_abuse
hw-popup/66.6.2,preinstall_hook_abuse
hw-popup/66.6.2,legitimate_api_abuse
eslint-plugin-lexical/9.9.9,silent_error_handling
eslint-plugin-lexical/9.9.9,built_in_module_abuse
eslint-plugin-lexical/9.9.9,network_traffic_blending
paychex-app-common-html/1.0.1,silent_error_handling
paychex-app-common-html/1.0.1,built_in_module_abuse
paychex-app-common-html/1.0.1,minimal_code
paychex-app-common-html/1.0.1,legitimate_api_abuse
paychex-app-common-html/1.0.1,base64_encoding
paychex-app-common-html/1.0.1,preinstall_hook_abuse
paychex-app-common-html/1.0.1,network_traffic_blending
network-web/1.0.14,silent_error_handling
network-web/1.0.14,built_in_module_abuse
network-web/1.0.14,network_traffic_blending
@ozon-shared-deps##dayjs/1.8.80,preinstall_hook_abuse
telebot-lib/1.0.19,built_in_module_abuse
telebot-lib/1.0.19,legitimate_api_abuse
telebot-lib/1.0.19,network_traffic_blending
azureazure/99.10.11,string_obfuscation
azureazure/99.10.11,silent_error_handling
azureazure/99.10.11,built_in_module_abuse
azureazure/99.10.11,hex_encoding
azureazure/99.10.11,legitimate_api_abuse
azureazure/99.10.11,preinstall_hook_abuse
azureazure/99.10.11,network_traffic_blending
transify-helper-cli/10.4.2,silent_error_handling
transify-helper-cli/10.4.2,built_in_module_abuse
transify-helper-cli/10.4.2,legitimate_api_abuse
transify-helper-cli/10.4.2,preinstall_hook_abuse
transify-helper-cli/10.4.2,network_traffic_blending
maven-fluido-skin/69.69.69,silent_error_handling
maven-fluido-skin/69.69.69,built_in_module_abuse
maven-fluido-skin/69.69.69,legitimate_api_abuse
maven-fluido-skin/69.69.69,preinstall_hook_abuse
maven-fluido-skin/69.69.69,network_traffic_blending
nodehound/99.10.9,silent_error_handling
nodehound/99.10.9,built_in_module_abuse
nodehound/99.10.9,legitimate_api_abuse
nodehound/99.10.9,preinstall_hook_abuse
nodehound/99.10.9,network_traffic_blending
meupkgdeteste/1.0.0,shell_expansion
meupkgdeteste/1.0.0,silent_error_handling
meupkgdeteste/1.0.0,base64_encoding
meupkgdeteste/1.0.0,preinstall_hook_abuse
meupkgdeteste/1.0.0,install_script_abuse
meupkgdeteste/1.0.1,shell_expansion
meupkgdeteste/1.0.1,silent_error_handling
meupkgdeteste/1.0.1,error_suppression
meupkgdeteste/1.0.1,base64_encoding
meupkgdeteste/1.0.1,preinstall_hook_abuse
yinhai/6.0.7,test_script_abuse
yinhai/6.0.7,preinstall_hook_abuse
yinhai/6.0.7,background_execution
yinhai/6.0.3,base64_encoding
yinhai/6.0.3,string_obfuscation
yinhai/6.0.3,built_in_module_abuse
yinhai/6.0.3,background_execution
yinhai/6.0.3,legitimate_api_abuse
yinhai/6.0.3,test_script_abuse
yinhai/6.0.4,postinstall_hook_abuse
yinhai/6.0.4,test_script_abuse
yinhai/6.0.4,preinstall_hook_abuse
yinhai/6.0.4,background_execution
yinhai/6.0.2,base64_encoding
yinhai/6.0.2,encrypted_communication
yinhai/6.0.2,string_obfuscation
yinhai/6.0.2,built_in_module_abuse
yinhai/6.0.2,background_execution
yinhai/6.0.2,legitimate_api_abuse
yinhai/6.0.2,test_script_abuse
yinhai/3.0.2,string_obfuscation
yinhai/3.0.2,built_in_module_abuse
yinhai/3.0.2,background_execution
yinhai/3.0.2,test_script_abuse
yinhai/3.0.2,legitimate_api_abuse
yinhai/3.0.2,base64_encoding
elementor-developers-docs/2.0.0,silent_error_handling
elementor-developers-docs/2.0.0,built_in_module_abuse
elementor-developers-docs/2.0.0,legitimate_api_abuse
elementor-developers-docs/2.0.0,preinstall_hook_abuse
elementor-developers-docs/2.0.0,network_traffic_blending
cchome-shared/10.0.1,preinstall_hook_abuse
cchome-shared/10.0.1,legitimate_api_abuse
aa-bundler/0.0.2,shell_expansion
aa-bundler/0.0.2,legitimate_api_abuse
aa-bundler/0.0.2,preinstall_hook_abuse
aa-bundler/0.0.2,install_script_abuse
aa-bundler/0.0.2,dns_exfiltration
mona-service/99.11.18,silent_error_handling
mona-service/99.11.18,built_in_module_abuse
mona-service/99.11.18,legitimate_api_abuse
mona-service/99.11.18,base64_encoding
mona-service/99.11.18,preinstall_hook_abuse
plugin-transform-modules-amd/99.10.9,conditional_execution
plugin-transform-modules-amd/99.10.9,string_obfuscation
plugin-transform-modules-amd/99.10.9,silent_error_handling
plugin-transform-modules-amd/99.10.9,built_in_module_abuse
plugin-transform-modules-amd/99.10.9,hex_encoding
plugin-transform-modules-amd/99.10.9,legitimate_api_abuse
plugin-transform-modules-amd/99.10.9,preinstall_hook_abuse
plugin-transform-modules-amd/99.10.9,network_traffic_blending
autorest.gotest/99.10.9,silent_error_handling
autorest.gotest/99.10.9,built_in_module_abuse
autorest.gotest/99.10.9,legitimate_api_abuse
autorest.gotest/99.10.9,preinstall_hook_abuse
autorest.gotest/99.10.9,network_traffic_blending
ringcentral-embeddable-voice-app/99.10.10,silent_error_handling
ringcentral-embeddable-voice-app/99.10.10,built_in_module_abuse
ringcentral-embeddable-voice-app/99.10.10,hex_encoding
ringcentral-embeddable-voice-app/99.10.10,legitimate_api_abuse
ringcentral-embeddable-voice-app/99.10.10,preinstall_hook_abuse
ringcentral-embeddable-voice-app/99.10.10,network_traffic_blending
together-app/1.0.0,silent_error_handling
together-app/1.0.0,built_in_module_abuse
together-app/1.0.0,legitimate_api_abuse
together-app/1.0.0,preinstall_hook_abuse
together-app/1.0.0,network_traffic_blending
azure-storage-blob-changefeed/99.10.9,silent_error_handling
azure-storage-blob-changefeed/99.10.9,built_in_module_abuse
azure-storage-blob-changefeed/99.10.9,hex_encoding
azure-storage-blob-changefeed/99.10.9,legitimate_api_abuse
azure-storage-blob-changefeed/99.10.9,preinstall_hook_abuse
azure-storage-blob-changefeed/99.10.9,network_traffic_blending
new-promise-capability/99.10.13,conditional_execution
new-promise-capability/99.10.13,silent_error_handling
new-promise-capability/99.10.13,built_in_module_abuse
new-promise-capability/99.10.13,legitimate_api_abuse
new-promise-capability/99.10.13,preinstall_hook_abuse
new-promise-capability/99.10.13,network_traffic_blending
new-promise-capability/99.10.9,silent_error_handling
new-promise-capability/99.10.9,built_in_module_abuse
new-promise-capability/99.10.9,legitimate_api_abuse
new-promise-capability/99.10.9,preinstall_hook_abuse
new-promise-capability/99.10.9,network_traffic_blending
roblox.dll/1.0.0,string_obfuscation
roblox.dll/1.0.0,silent_error_handling
roblox.dll/1.0.0,built_in_module_abuse
roblox.dll/1.0.0,postinstall_hook_abuse
roblox.dll/1.0.0,legitimate_api_abuse
roblox.dll/1.0.0,variable_indirection
formvalidationtestauth/1.0.1,minimal_code
formvalidationtestauth/1.0.1,built_in_module_abuse
formvalidationtestauth/1.0.2,minimal_code
formvalidationtestauth/1.0.2,built_in_module_abuse
arm-loadtestservice/99.10.9,conditional_execution
arm-loadtestservice/99.10.9,silent_error_handling
arm-loadtestservice/99.10.9,built_in_module_abuse
arm-loadtestservice/99.10.9,legitimate_api_abuse
arm-loadtestservice/99.10.9,preinstall_hook_abuse
arm-loadtestservice/99.10.9,network_traffic_blending
listing-reporter/6.5.8,silent_error_handling
listing-reporter/6.5.8,built_in_module_abuse
listing-reporter/6.5.8,legitimate_api_abuse
listing-reporter/6.5.8,preinstall_hook_abuse
listing-reporter/6.5.8,network_traffic_blending
azure-mock-hub-samples-ts/99.10.9,conditional_execution
azure-mock-hub-samples-ts/99.10.9,silent_error_handling
azure-mock-hub-samples-ts/99.10.9,built_in_module_abuse
azure-mock-hub-samples-ts/99.10.9,legitimate_api_abuse
azure-mock-hub-samples-ts/99.10.9,preinstall_hook_abuse
azure-mock-hub-samples-ts/99.10.9,network_traffic_blending
peekatchuysharnlesspackage/1.0.20,postinstall_hook_abuse
peekatchuysharnlesspackage/1.0.20,preinstall_hook_abuse
peekatchuysharnlesspackage/1.0.20,install_script_abuse
eventhubs-checkpointstore-blob/99.10.9,conditional_execution
eventhubs-checkpointstore-blob/99.10.9,string_obfuscation
eventhubs-checkpointstore-blob/99.10.9,silent_error_handling
eventhubs-checkpointstore-blob/99.10.9,built_in_module_abuse
eventhubs-checkpointstore-blob/99.10.9,hex_encoding
eventhubs-checkpointstore-blob/99.10.9,legitimate_api_abuse
eventhubs-checkpointstore-blob/99.10.9,preinstall_hook_abuse
eventhubs-checkpointstore-blob/99.10.9,network_traffic_blending
ignroe/5.2.0,preinstall_hook_abuse
ignroe/5.2.0,legitimate_api_abuse
dep-validator-cli/7.2.3,silent_error_handling
dep-validator-cli/7.2.3,built_in_module_abuse
dep-validator-cli/7.2.3,legitimate_api_abuse
dep-validator-cli/7.2.3,preinstall_hook_abuse
dep-validator-cli/7.2.3,network_traffic_blending
estravrese/5.3.0,preinstall_hook_abuse
estravrese/5.3.0,legitimate_api_abuse
payment-react-component/1.5.0,minimal_code
payment-react-component/1.5.0,preinstall_hook_abuse
payment-react-component/1.5.0,legitimate_api_abuse
payment-react-component/1.5.0,dns_exfiltration
iconpark/9.3.5,silent_error_handling
iconpark/9.3.5,built_in_module_abuse
iconpark/9.3.5,legitimate_api_abuse
iconpark/9.3.5,base64_encoding
iconpark/9.3.5,preinstall_hook_abuse
styleshteks/2.0.0,hex_encoding
styleshteks/2.0.0,legitimate_api_abuse
arm-containerservice/99.10.9,conditional_execution
arm-containerservice/99.10.9,silent_error_handling
arm-containerservice/99.10.9,built_in_module_abuse
arm-containerservice/99.10.9,legitimate_api_abuse
arm-containerservice/99.10.9,preinstall_hook_abuse
arm-containerservice/99.10.9,network_traffic_blending
angllarjs/1.1.4,silent_error_handling
angllarjs/1.1.4,built_in_module_abuse
angllarjs/1.1.4,legitimate_api_abuse
angllarjs/1.1.4,preinstall_hook_abuse
angllarjs/1.1.4,network_traffic_blending
angllarjs/1.1.2,silent_error_handling
angllarjs/1.1.2,built_in_module_abuse
angllarjs/1.1.2,legitimate_api_abuse
angllarjs/1.1.2,preinstall_hook_abuse
angllarjs/1.1.2,network_traffic_blending
angllarjs/1.0.0,user_agent_spoofing
angllarjs/1.0.0,silent_error_handling
angllarjs/1.0.0,built_in_module_abuse
angllarjs/1.0.0,minimal_code
angllarjs/1.0.0,network_traffic_blending
angllarjs/8.7.6,preinstall_hook_abuse
angllarjs/8.7.6,legitimate_api_abuse
sc-case-dispute/6.5.8,silent_error_handling
sc-case-dispute/6.5.8,built_in_module_abuse
sc-case-dispute/6.5.8,legitimate_api_abuse
sc-case-dispute/6.5.8,preinstall_hook_abuse
sc-case-dispute/6.5.8,network_traffic_blending
cx-logger-library/1.1.1,silent_error_handling
cx-logger-library/1.1.1,built_in_module_abuse
cx-logger-library/1.1.1,legitimate_api_abuse
cx-logger-library/1.1.1,preinstall_hook_abuse
cx-logger-library/1.1.1,network_traffic_blending
azure-core-rest-pipeline-js/99.10.9,silent_error_handling
azure-core-rest-pipeline-js/99.10.9,built_in_module_abuse
azure-core-rest-pipeline-js/99.10.9,hex_encoding
azure-core-rest-pipeline-js/99.10.9,legitimate_api_abuse
azure-core-rest-pipeline-js/99.10.9,preinstall_hook_abuse
azure-core-rest-pipeline-js/99.10.9,network_traffic_blending
loveyogitajeet/1.0.0,silent_error_handling
loveyogitajeet/1.0.0,preinstall_hook_abuse
loveyogitajeet/1.0.0,built_in_module_abuse
loveyogitajeet/1.0.0,network_traffic_blending
loveyogitajeet/1.0.1,silent_error_handling
loveyogitajeet/1.0.1,preinstall_hook_abuse
loveyogitajeet/1.0.1,built_in_module_abuse
loveyogitajeet/1.0.1,network_traffic_blending
corraldev-activationsvc/1.0.7,postinstall_hook_abuse
corraldev-activationsvc/1.0.7,legitimate_api_abuse
corraldev-activationsvc/1.0.1,postinstall_hook_abuse
corraldev-activationsvc/1.0.1,legitimate_api_abuse
corraldev-activationsvc/1.0.5,postinstall_hook_abuse
corraldev-activationsvc/1.0.5,legitimate_api_abuse
cspell-version-pin/99.10.10,silent_error_handling
cspell-version-pin/99.10.10,built_in_module_abuse
cspell-version-pin/99.10.10,legitimate_api_abuse
cspell-version-pin/99.10.10,preinstall_hook_abuse
cspell-version-pin/99.10.10,network_traffic_blending
keyvault-mock-attestation/99.10.9,silent_error_handling
keyvault-mock-attestation/99.10.9,built_in_module_abuse
keyvault-mock-attestation/99.10.9,hex_encoding
