Malicious,Package Repository,Package Name,Number of Words in source code,Number of lines in source code,plus ratio mean,plus ratio max,plus ratio std,plus ratio q3,eq ratio mean,eq ratio max,eq ratio std,eq ratio q3,bracket ratio mean,bracket ratio max,bracket ratio std,bracket ratio q3,Number of base64 chunks in source code,Number of IP adress in source code,Number of sospicious token in source code,Number of Words in metadata,Number of lines in metadata,Number of base64 chunks in metadata,Number of IP adress in metadata,Number of sospicious token in metadata,.bat,.bz2,.c,.cert,.conf,.cpp,.crt,.css,.csv,.deb,.erb,.gemspec,.gif,.gz,.h,.html,.ico,.ini,.jar,.java,.jpg,.js,.json,.key,.m4v,.markdown,.md,.pdf,.pem,.png,.ps,.py,.rb,.rpm,.rst,.sh,.svg,.toml,.ttf,.txt,.xml,.yaml,.yml,.eot,.exe,.jpeg,.properties,.sql,.swf,.tar,.woff,.woff2,.aac,.bmp,.cfg,.dcm,.dll,.doc,.flac,.flv,.ipynb,.m4a,.mid,.mkv,.mp3,.mp4,.mpg,.ogg,.otf,.pickle,.pkl,.psd,.pxd,.pxi,.pyc,.pyx,.r,.rtf,.so,.sqlite,.tif,.tp,.wav,.webp,.whl,.xcf,.xz,.zip,.mov,.wasm,.webm,presence of installation script,shannon mean ID source code,shannon std ID source code,shannon max ID source code,shannon q3 ID source code,shannon mean string source code,shannon std string source code,shannon max string source code,shannon q3 string source code,homogeneous identifiers in source code,homogeneous strings in source code,heteregeneous identifiers in source code,heterogeneous strings in source code,URLs in source code,shannon mean ID metadata,shannon std ID metadata,shannon max ID metadata,shannon q3 ID metadata,shannon mean string metadata,shannon std string metadata,shannon max string metadata,shannon q3 string metadata,homogeneous identifiers in metadata,homogeneous strings in metadata,heterogeneous strings in metadata,URLs in metadata,heteregeneous identifiers in metadata
0,NPM,angular-aria-1.8.3,1673,442,0,0,0,0,0.007810305,0.018181818,0.009093427,0.011112793,0.001928366,0.004519505,0.002331509,0.00289255,0,0,0,68,34,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098962976,0.1552407544394444,0.5478976275004669,0.2612796872684704,0.1530840286392034,0.1455323261050888,0.4854752972273343,0.2516291673878228,546,56,0,2,0,0.010889917,0.046202005,0.2069084251518168,0,0.1750261248512616,0.2044280284710624,0.6893917467430878,0.3572650324448757,18,17,1,3,0
0,NPM,angular-material-1.2.5,462867,120113,0.001149445,0.009597925,0.001360931,0.001453488,0.005913325,0.015966387,0.004282209,0.009674134,0.002651399,0.013740982,0.001965557,0.003961402,188,0,84,86,52,0,0,4,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,181,46,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110875609,0.1521411788206704,0.7609640474436811,0.2516291673878228,0.3073363120184403,0.2384084421140289,0.9209838566541512,0.4772170014624824,137836,10785,0,4692,80,0.050325042,0.080857866,0.2069084251518168,0.1686450333085069,0.2193980101861433,0.2403675927561164,0.6242288819985042,0.4963688243068336,23,13,7,4,0
0,NPM,angular-messages-1.8.3,3820,844,0.000227945,0.000620347,0.00034131,0.000341918,0.013486449,0.022332506,0.010249885,0.019102761,0.002279451,0.006203474,0.003413097,0.003419177,0,0,0,71,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08774877,0.1366467573083961,0.5783898247235197,0.2197484934607567,0.2532970499106012,0.1370293502383661,0.5204260414863776,0.325011211,654,8,0,2,0,0.008876054,0.037657909,0.1686450333085069,0,0.1446449315256303,0.1942717835448502,0.6893917467430878,0.3189278035553423,18,21,1,3,0
0,NPM,angular-resource-1.8.3,4725,928,0.001106201,0.002846508,0.001525523,0.001659301,0.014508994,0.02474272,0.010979468,0.020307868,0.001552867,0.00416028,0.002271791,0.002329301,2,0,0,70,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071472941,0.1372650575138154,0.6493974703476992,0,0.1086529840179492,0.1707081292038128,0.612197223,0.2717822215997982,966,144,2,9,0,0.008876054,0.037657909,0.1686450333085069,0,0.1698510342610277,0.2002431010241099,0.6893917467430878,0.3525288250388356,18,18,1,3,0
0,NPM,angular-ui-bootstrap-2.5.6,122201,43671,0.001997973,0.015455951,0.003698976,0.001749468,0.005736782,0.02,0.004739815,0.008204354,0.002424999,0.008474576,0.002148873,0.00354458,34,0,7,121,61,1,1,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,49,0,0,0,0,0,150,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1511587756180182,0.1601835715329524,0.75,0.2958363892911637,0.1509318592601864,0.2067604643798516,0.982798115,0.325011211,34639,12349,51,854,46,0.1005296039187071,0.1164340902293354,0.3866141742624588,0.2197484934607567,0.33781329,0.2090369201152538,0.6664102022925098,0.5,25,13,23,6,1
0,NPM,anime-aframe-2.2.3,3938,1034,0.003215156,0.004963121,0.002471996,0.004089139,0.015052242,0.021644723,0.009323176,0.018348483,0.006531797,0.009099056,0.003630652,0.007815426,0,0,0,52,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063959637,0.1456694352186263,0.79248125,0,0.1548797732765276,0.1877540051491875,0.5306390622295665,0.325011211,3453,98,0,7,0,0.027165821,0.073296617,0.2579734650037237,0,0.1770924166214657,0.1764018447682809,0.4854752972273343,0.325011211,14,11,2,3,0
0,NPM,anime-axios-0.1.1,12009,3623,0.001173536,0.009615385,0.00222384,0.001543101,0.006857566,0.024390244,0.004883898,0.008218953,0.001696219,0.008632597,0.002578908,0.002115534,29,0,3,198,86,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075554963,0.1352289251501279,0.5783898247235197,0.1686450333085069,0.1621183504104329,0.1980972986808221,0.6893917467430878,0.2958363892911637,4474,342,0,7,0,0.099454635,0.1221735341314555,0.4329283087286117,0.2197484934607567,0.2507151545836028,0.2406983983218735,0.79248125,0.4926140680171258,40,45,30,4,1
0,NPM,animejs-3.2.1,11149,2630,0.002803111,0.004509075,0.001477408,0.003229799,0.014222536,0.022714463,0.007354231,0.016350455,0.004450097,0.007214519,0.00239406,0.005141513,0,0,0,66,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078130717,0.1547916432534078,0.79248125,0,0.1514861903007387,0.1850687878659072,0.6608034791941735,0.325011211,6872,157,14,15,0,0.072745272,0.1114328324785193,0.2717822215997982,0.1917940463312638,0.2074261081357342,0.2066425324126488,0.5,0.3768177018016528,16,14,6,2,0
0,NPM,anjan-babel-plugin-named-asset-import-0.0.1,177,95,0,0,0,0,0.002981737,0.002981737,0,0.002981737,0.002981737,0.002981737,0,0.002981737,0,0,0,54,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09065902,0.1203373659384357,0.4315602842833155,0.2344977967946406,0,0,0,0,100,4,0,0,0,0.048951279,0.1000062389319257,0.3420192178195208,0,0.2256457230003331,0.1985064876224853,0.5,0.3609640474436811,15,9,4,2,0
0,NPM,anjan-confusing-browser-globals-0.0.1,97,69,0,0,0,0,0.000986193,0.000986193,0,0.000986193,0.000986193,0.000986193,0,0.000986193,0,0,0,54,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098603294,0.1320433986702713,0.3420192178195208,0.2365559426892196,2,38,0,0,0,0.011778645,0.044071652,0.1766796675107106,0,0.077274246,0.150030047,0.4854752972273343,0,14,20,2,1,0
0,NPM,ansi-colors-4.1.3,861,253,0.000338639,0.000677277,0.000478907,0.000507958,0.006041468,0.007958009,0.002710399,0.006999738,0.004910261,0.009820522,0.006944157,0.007365391,0,0,0,203,129,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046926635,0.1044194952958715,0.4591479170272448,0,0.077040758,0.1465118832627453,0.6854752972273344,0,357,112,0,1,0,0.018605628,0.065003978,0.2958363892911637,0,0.1302106794515072,0.1792193916104788,0.6547760160194693,0.2898228473683223,35,79,8,7,0
0,NPM,ansi-escapes-5.0.0,554,156,0.012114827,0.012114827,0,0.012114827,0.013168291,0.013168291,0,0.013168291,0.000790097,0.000790097,0,0.000790097,0,0,0,95,59,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1050487260515706,0.1294611904899777,0.4056390622295664,0.2197484934607567,0.2866948120650452,0.3122431531073975,0.9211854965885544,0.5,141,33,0,12,0,0.030813122,0.086665766,0.3420192178195208,0,0.1374250438650472,0.1914154678318627,0.5,0.3199884462076828,22,34,7,2,0
0,NPM,ansi-styles-6.1.0,630,216,0.002394732,0.002394732,0,0.002394732,0.007383756,0.007383756,0,0.007383756,0.01037717,0.01037717,0,0.01037717,0,0,0,99,54,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1219721269424574,0.1874940634169493,0.692215752,0.2516291673878228,0.3513395617023186,0.3482648974736279,0.8804820237218406,0.5927376486136672,199,5,0,5,0,0.020903787,0.072560536,0.325011211,0,0.1730223470635871,0.2293651069577002,0.7652465283787413,0.3609640474436811,22,36,11,2,0
0,NPM,apexcharts-3.35.3,221494,64200,0.001350714,0.009327115,0.001438588,0.002223815,0.008300248,0.016010385,0.002477071,0.009296819,0.002834083,0.012558495,0.002397638,0.003851187,229,4,81,230,106,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,82,79,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076517783,0.1381186295021552,0.8322488896002308,0.1766796675107106,0.281495761,0.2202232017529166,1,0.4056390622295664,264684,4510,906,2328,86,0.1336558208600854,0.1390683972110635,0.4609640474436811,0.2516291673878228,0.309668213,0.2195434261202677,0.7295739585136224,0.4854752972273343,42,35,49,4,1
0,NPM,aplayer-1.10.1,1396,2,0.000910225,0.000910225,0,0.000910225,0.011681219,0.011681219,0,0.011681219,0.003320635,0.003320635,0,0.003320635,15,0,16,130,60,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041426536,0.1066204700971713,0.5783898247235197,0,0.3483429883280526,0.2437581875026732,1,0.5,4463,243,0,385,16,0.1064041137403151,0.115173825,0.2793146867260996,0.2245457007805134,0.3435116127712827,0.2257951010230733,0.75,0.5,25,18,26,3,0
0,NPM,apollo-upload-client-17.0.0,1590,415,0,0,0,0,0.001481383,0.003557184,0.001173934,0.001217656,4.311738708634257e-05,0.000215587,9.641340853723356e-05,0,0,0,0,243,84,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091065859,0.1422833091764394,0.5,0.2197484934607567,0.1988991157680087,0.2097822398075077,0.5906454496153463,0.3474701500971407,172,15,0,0,0,0.1048275631993169,0.126439803,0.4854752972273343,0.2197484934607567,0.1966182323773316,0.2218229419458867,0.6854752972273344,0.4056390622295664,33,84,30,4,0
0,NPM,app-module-path-2.2.0,627,231,0.00066313,0.01061008,0.00265252,0,0.010621441,0.021276596,0.005396145,0.013559793,0.000534623,0.004273504,0.00130114,0,0,0,0,83,40,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1062865423668853,0.1420780098761638,0.4341963645051813,0.2717822215997982,0.099573611,0.1453279920468871,0.4987512731845576,0.2470914674248943,200,79,0,0,0,0.01618702,0.05252624,0.1956217818146278,0,0.1924569386601388,0.2253468857176695,0.8920795639257109,0.3504782496112775,21,21,5,3,0
0,NPM,archiver-5.3.1,4459,1495,0.000624056,0.003661327,0.001488323,6.225616336017266e-05,0.005366574,0.009174312,0.002118815,0.005747992,0.000649698,0.00228833,0.000830616,0.000585399,3,0,0,111,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092109027,0.1494868619658005,0.5204260414863776,0.2344977967946406,0.03667454,0.1024904745995537,0.5204260414863776,0,973,178,0,1,0,0.057861794,0.1125446559202028,0.5204260414863776,0,0.2542739903998975,0.2240071269982172,0.5,0.5,31,19,17,5,1
