package_type,package_name,version,actual_label,MLP,NB,SVM
benign,mbr-js,0.4.4,benign,benign,benign,benign
benign,@toadsarah##smart-order-router-spooky,10.0.0,benign,benign,benign,benign
benign,@yorjs##core,2.1.0,benign,benign,benign,benign
benign,an-components-boxs,0.0.9,benign,benign,benign,benign
benign,@alex-fitzgerald##parchment,0.0.5,benign,benign,benign,benign
benign,@berlitz##globals,4.7.16,benign,benign,benign,benign
benign,reamc,0.4.8,benign,benign,benign,benign
benign,rgbetween,0.0.2,benign,benign,benign,benign
benign,react-native-citycheck-camera,0.13.0,benign,benign,benign,benign
benign,grunt-gcc,0.3.1,benign,benign,benign,benign
benign,formatter,0.4.2,benign,benign,benign,benign
benign,css-transition-rule,1.0.5,benign,benign,benign,benign
benign,@spmeesseman##json,9.1.1,benign,benign,benign,benign
benign,nuke-slider,2.3.12,benign,benign,benign,benign
benign,@datagica##magnitude,0.0.0,benign,benign,benign,benign
benign,react-ai-orb,1.0.13,benign,benign,benign,benign
benign,watermark-mini,1.0.7,benign,benign,benign,benign
benign,solidity-structure,0.1.18,benign,benign,benign,benign
benign,shaf-rate,1.0.0,benign,benign,benign,benign
benign,@reactuniversal##ripple,0.0.1,benign,benign,benign,benign
benign,slate-haml,0.0.1,benign,benign,benign,benign
benign,sound-alert.js,0.0.4,benign,benign,benign,benign
benign,game-llk,0.0.9,benign,benign,benign,benign
benign,ionic2-calendar-streambe,0.6.10,benign,benign,benign,benign
benign,react-native-kpframework-gallery,0.4.11,benign,benign,benign,benign
benign,sprite-extend-3d,0.14.7,benign,benign,benign,benign
benign,@uiw##react-baidu-map-curve-line,2.7.2,benign,benign,benign,benign
benign,bentley_sacs_connect_edition_free__verified__m54g,1.0.0,benign,benign,benign,benign
benign,redux-connect-vue,3.0.0-rc.4,benign,benign,benign,benign
benign,regl-irradiance-envmap,1.0.3,benign,benign,benign,benign
benign,reactjs-parallax-button,1.0.3,benign,benign,benign,benign
benign,ck-screen-res,1.0.2,benign,benign,benign,benign
benign,@uttori##plugin-vm-popular-documents,3.1.0,benign,benign,benign,benign
benign,ember-accordion,0.7.0,benign,benign,benign,benign
benign,html-to-pptxgenjs,0.0.15,benign,benign,benign,benign
benign,nextjs-simple-sitemap-generator,1.0.9,benign,benign,benign,benign
benign,voxelamming,0.3.7,benign,benign,benign,benign
benign,@damocle##fe-less,1.0.17,benign,benign,benign,benign
benign,@maryamnoor##uicomponents,0.1.3,benign,benign,benign,benign
benign,easyfracs,1.0.5,benign,malicious,benign,benign
benign,sd-reactnativecontrols,1.0.2,benign,benign,benign,benign
benign,grunt-ssh-multi-exec,4.2.4,benign,benign,benign,benign
benign,@bencevans##kalman-filter,1.0.0,benign,benign,benign,benign
benign,less-plugin-cubehelix,0.0.1,benign,benign,benign,benign
benign,vue-particles-use,1.0.1,benign,benign,benign,benign
benign,@golderbrother##antd-component,1.0.5,benign,benign,benign,benign
benign,@goldpage##path-to-regexp,0.5.13,benign,benign,benign,benign
benign,react-player-controls,1.1.0,benign,benign,benign,benign
benign,websocket-jsclient,1.0.0,benign,benign,benign,benign
benign,hyper-pmndrs,0.3.4,benign,benign,benign,benign
benign,grunt-juggler-jst,1.0.0,benign,benign,benign,benign
benign,config-randomizer,1.0.10,benign,benign,benign,benign
benign,tchiki-modal-react,5.0.5,benign,benign,benign,benign
benign,react-image-pin,1.6.4,benign,benign,benign,benign
benign,ethwatch-client,0.2.0,benign,benign,benign,benign
benign,prettier-plugin-groq,0.2.5,benign,benign,benign,benign
benign,three-modelica-shape,1.0.3,benign,malicious,benign,benign
benign,@alicercedigital##smart-order-router,1.0.1,benign,benign,benign,benign
benign,@mikekorakakis##react-3d-animated-card,1.0.12,benign,benign,benign,benign
benign,blast-few-smart-order-router-1,3.20.0,benign,benign,benign,benign
benign,@nconnector##leaflet.markercluster,1.5.8,benign,malicious,benign,benign
benign,ember-parallax,0.3.0,benign,benign,benign,benign
benign,secure-zepeto-unlimited-coins-generator-updated-tool,1.0.6,benign,benign,benign,benign
benign,react-interactive-blob,0.0.1,benign,benign,benign,benign
benign,@azleur##math-util,0.1.1,benign,benign,benign,benign
benign,@sensecare##range-chart,1.0.3,benign,benign,benign,benign
benign,react-fire-particles-kkduniya,1.0.30,benign,benign,benign,benign
benign,js-compress,1.0.1,benign,benign,benign,benign
benign,pinch-zoom-all-js,1.0.6,benign,benign,benign,benign
benign,netsim,1.0.4,benign,benign,benign,benign
benign,@openland##foundationdb-tuple,11.13.0,benign,benign,benign,benign
benign,@beincom##smart-order-router,3.48.0-rc.53,benign,benign,benign,benign
benign,dmx-websocket,2.0.1,benign,benign,benign,benign
benign,homebridge-mi-ir-electrolux-billsjc,0.2.6,benign,benign,benign,benign
benign,zwj_calculator,1.0.1,benign,benign,benign,benign
benign,@deepr##runtime,1.1.0,benign,benign,benign,benign
benign,@wojtekmaj##color-utils,4.0.0,benign,benign,benign,benign
benign,smart-hemp-cbd-gummies-real-doctor-explains-everything-you-need-know-about,1.0.0,benign,benign,benign,benign
benign,blast-mainnet-smart-order-router-9,3.20.0,benign,benign,benign,benign
benign,@lauriegriffiths##react-image-mapper,0.0.15,benign,benign,benign,benign
benign,orangemio-smart-order-router,2.10.0,benign,benign,benign,benign
benign,kas-scrollable,1.0.2,benign,benign,benign,benign
benign,ar-drone-chain,2.0.0,benign,benign,benign,benign
benign,yewtillitees,1.6.0,benign,benign,benign,benign
benign,firefly-h5-ui,1.0.4,benign,benign,benign,benign
benign,normalize-volume,1.0.8,benign,benign,benign,benign
benign,@stevoland##autoprefixer,6.3.7,benign,benign,benign,benign
benign,npm-2,2.15.0,benign,benign,malicious,benign
benign,@liuyunxi##upload,1.0.2,benign,benign,benign,benign
benign,react-native-short-style,1.0.8,benign,malicious,benign,benign
benign,lpd-image,0.0.4,benign,benign,benign,benign
benign,jquery.valiant360,0.4.4,benign,benign,benign,benign
benign,@fantasy-color##rgba-to-hsva,2.1.0,benign,benign,benign,benign
benign,printpngprompt,1.0.3,benign,benign,benign,benign
benign,linc-react-file-viewer,1.2.4,benign,benign,benign,benign
benign,rainify,1.0.6,benign,benign,benign,benign
benign,@pencil.js##progress-bar,1.18.0,benign,benign,benign,benign
benign,r3f-firstpersondragcontrols,0.1.6,benign,benign,benign,benign
benign,vvalidation,2.0.2,benign,benign,benign,benign
benign,simple-chart-react,0.0.8,benign,benign,benign,benign
benign,react-file-viewer5,1.1.6,benign,benign,benign,benign
benign,rocket-league-get-credits-generator,1.1.5,benign,benign,benign,benign
benign,weighted-rng,2.0.3,benign,benign,benign,benign
benign,@tomujin-digital##tiny-tools,0.1.10,benign,benign,benign,benign
benign,higlass-multivec,0.3.3,benign,benign,benign,benign
benign,fsrs.js,1.2.2,benign,benign,benign,benign
benign,hyper-ts,0.7.9,benign,benign,benign,benign
benign,@mjyc##voice-activity-detection,1.0.0,benign,benign,benign,benign
benign,screeperz,1.0.1,benign,benign,benign,benign
benign,grunt-replace-withinit,0.6.2,benign,benign,benign,benign
benign,curly-html-elements,1.1.3,benign,benign,benign,benign
benign,@laser-dac##draw,0.6.1,benign,benign,benign,benign
benign,@rbxts##make,1.0.6,benign,benign,benign,benign
benign,bcros-test-publish,0.1.1,benign,benign,benign,benign
benign,protvista-coloured-sequence,3.8.22,benign,benign,benign,benign
benign,npm-develop-test,1.0.0,benign,benign,benign,benign
benign,frox-winston-elasticsearch,0.15.7,benign,benign,benign,benign
benign,@sorioinc##react-file-viewer,1.2.7,benign,benign,benign,benign
benign,perfect-arrows,0.3.7,benign,benign,benign,benign
benign,@datalith##pack,0.12.1,benign,benign,benign,benign
benign,grunt-qunit-junit,0.3.1,benign,benign,benign,benign
benign,qiaoshiyu-rollup-js,2.0.2,benign,benign,benign,benign
benign,enb-bem-specs,0.11.0,benign,benign,benign,benign
benign,@trustcaptcha##trustcaptcha-nodejs,1.2.0,benign,benign,benign,benign
benign,metanail-serum-pro-reviews-for-healthy-feet-nails,1.0.0,benign,benign,benign,benign
benign,svelte-intersection-observer-directive,1.0.3,benign,benign,benign,benign
benign,react-highlight-updates,1.0.0,benign,benign,benign,benign
benign,reprover-wxparse,0.3.0,benign,benign,benign,benign
benign,@vcmap##cyclomedia,2.0.4,benign,benign,benign,benign
benign,mixbox,2.0.0,benign,benign,benign,benign
benign,nextjs-progressbar2,0.0.16,benign,benign,benign,benign
benign,soil-scape,1.2.2,benign,benign,benign,benign
benign,somehow-ticks,0.0.3,benign,benign,benign,benign
benign,remark-mark-highlight,0.1.1,benign,benign,benign,benign
benign,join-images-updated,1.1.12,benign,benign,benign,benign
benign,grunt-robocopy,1.0.7,benign,benign,benign,benign
benign,ask-openai-cli,1.0.1,benign,benign,benign,benign
benign,blast-mainnet-smart-order-router-38,3.20.0,benign,benign,benign,benign
benign,@badskuns##10101-art-image-viewer,1.0.3,benign,benign,benign,benign
benign,@lonestudio##restaurant-manager,3.30.28,benign,benign,benign,benign
benign,tintindu-dialog,1.1.4,benign,benign,benign,benign
benign,@zeedhi##zd-calendar-common,1.7.3,benign,benign,benign,benign
benign,bttrxr,1.0.10,benign,benign,benign,benign
benign,@gankstergg##react-calendar-timeline,0.30.3,benign,benign,benign,benign
benign,@jb1011##smart-order-router-old,2.0.5,benign,benign,benign,benign
benign,@snicesoft##imagemin-pngquant,8.0.1,benign,benign,benign,benign
benign,grunt-console-clean,0.3.5,benign,benign,benign,benign
benign,@arnau##gatsby-transformer-toml,1.0.2,benign,benign,benign,benign
benign,hist,1.0.0,benign,benign,benign,benign
benign,ripple-effects,1.0.2,benign,benign,benign,benign
benign,console-multiple-images,1.0.1,benign,benign,benign,benign
benign,grunt-smushit,2.1.0,benign,benign,benign,benign
benign,@hadihallak##core,0.1.0,benign,benign,benign,benign
benign,link-underliner,1.0.4,benign,benign,benign,benign
benign,react-select-async-paginate-sf2,0.4.1,benign,benign,benign,benign
benign,@core-js##builder,4.0.0-alpha.0,benign,benign,benign,benign
benign,kerassentials-uk-kggvl,2.0.7,benign,benign,benign,benign
benign,@fortawesome##angular-fontawesome,1.0.0,benign,benign,benign,benign
benign,@supermapgis##iclient-classic,11.3.0,benign,benign,benign,benign
benign,@zwhitchcox##react-gauge-chart,0.4.1,benign,benign,benign,benign
benign,hubot-jabbr,0.5.0,benign,benign,benign,benign
benign,dowload_ebok_dont_be_cruel_2_in_1_edition_vol_2_by_yonezou_nekota_obxqs,1.0.4,benign,benign,benign,benign
benign,yu.calculator,1.0.3,benign,benign,benign,benign
benign,array-to-grid,2.0.1,benign,benign,benign,benign
benign,alammex-sdk-js,1.0.6,benign,benign,benign,benign
benign,lajs,0.0.3,benign,benign,benign,benign
benign,coffea,0.4.29,benign,benign,benign,benign
benign,sleep-schedule,0.0.1,benign,benign,benign,benign
benign,gdog-share,1.0.12,benign,benign,benign,benign
benign,sass-tailwind-functions,2.0.0,benign,benign,benign,benign
benign,bio-heal-cbd-gummies,1.0.0,benign,benign,benign,benign
benign,wavis,0.0.3,benign,benign,benign,benign
benign,@intercoin##sales,1.2.3,benign,benign,benign,benign
benign,picture-to-color,1.2.1,benign,benign,benign,benign
benign,apostrophe-legacy-import,0.2.0,benign,benign,benign,benign
benign,mkdata,0.0.11,benign,benign,benign,benign
benign,@zero-scripts##extension.webpack-babel.react,0.5.2,benign,benign,benign,benign
benign,maptalks.plotsymbol,0.8.0,benign,benign,benign,benign
benign,shadcn-dropzone,0.2.1,benign,benign,benign,benign
benign,@mattburlage##react-file-viewer,1.1.1,benign,benign,benign,benign
benign,inferify,0.0.7,benign,benign,benign,benign
benign,@bulbaswap##smart-order-router,2.0.3,benign,benign,benign,benign
benign,re-ani-motion,0.1.1,benign,benign,benign,benign
benign,raven-react-email-editor,1.0.6,benign,benign,benign,benign
benign,svelte-theme-toggle,1.1.3,benign,benign,benign,benign
benign,node-macro,0.9.28,benign,benign,benign,benign
benign,pointcloud-3d,1.0.3,benign,benign,benign,benign
benign,ngx-parallax-mousemove,1.0.1,benign,benign,benign,benign
benign,akvagrid,1.1.8,benign,malicious,malicious,malicious
benign,loopback-connector-readsplitmysql,2.4.1,benign,benign,benign,benign
benign,@dodicandra##react-native-ts-template,0.5.9,benign,benign,benign,benign
benign,@napolab##alpha-blend,2.0.0,benign,benign,benign,benign
benign,create-new-cli,0.1.6,benign,benign,benign,benign
benign,dat-tool,0.5.92,benign,benign,benign,benign
benign,torii,0.10.1,benign,benign,benign,benign
benign,@pmwcs##linear-progress,1.1.0,benign,benign,benign,benign
benign,vite-obfuscator-zznode,1.3.1,benign,benign,benign,benign
benign,nsweeper,1.1.2,benign,benign,benign,benign
benign,react-native-maps-osmdroid,0.26.1-rc1,benign,benign,benign,benign
benign,sass-cubic-bezier-bounding-box,1.0.2,benign,benign,benign,benign
benign,grunt-commenthash,0.0.8,benign,benign,benign,benign
benign,weex-xc-scanner,1.1.2,benign,benign,benign,benign
benign,lpd8806-async,0.2.2,benign,benign,benign,benign
benign,alignment-compass,1.1.2,benign,benign,benign,benign
benign,smooth-scroll-into-center,1.1.2,benign,benign,benign,benign
benign,grunt-contrib-jst-fork,0.6.1,benign,benign,benign,benign
benign,element-inview,0.1.0,benign,benign,benign,benign
benign,ao-maps,0.3.7,benign,benign,benign,benign
benign,catmull-graph-smoothener,1.0.1,benign,benign,benign,benign
benign,wps-website-performance-scores,1.1.3,benign,benign,benign,benign
benign,react-native-css-vh-vw,1.0.5,benign,benign,benign,benign
benign,babylonjs-editcontrol,3.3.0,benign,benign,benign,benign
benign,get-similar-color,1.1.4,benign,benign,benign,benign
benign,@omegion1npm##itaque-est-reiciendis,1.0.0,benign,benign,benign,benign
benign,grunt-gorilla,0.1.6,benign,benign,benign,benign
benign,json-schema-benchmark,1.0.2,benign,benign,benign,benign
benign,@spookyswaptest##smart-order-router,1.0.42-sonic006,benign,benign,benign,benign
benign,mante-2-plus,0.5.0-rc1.1.2.1,benign,benign,benign,benign
benign,react-css,0.0.2,benign,benign,benign,benign
benign,real-dark-mode,1.0.3,benign,benign,benign,benign
benign,@pixi##filter-simple-lightmap,5.1.1,benign,benign,benign,benign
benign,vue3-pdfmake-v2,1.0.0,benign,benign,benign,benign
benign,text-ground-react,0.0.12,benign,benign,benign,benign
benign,react-native-image-mark-pan-zoom,1.0.4,benign,benign,benign,benign
benign,pdf-marking,8.0.5,benign,benign,benign,benign
benign,@idpass##smartscanner-capacitor,0.7.2,benign,benign,benign,benign
benign,drag-selectjs,0.0.16,benign,malicious,malicious,malicious
benign,@f##rgba,1.0.0,benign,benign,benign,benign
benign,@phemium-costaisa##ionic2-calendar,0.6.11,benign,benign,benign,benign
benign,btcbox,0.0.10,benign,benign,benign,benign
benign,audio-flow,1.0.6,benign,benign,benign,benign
benign,line-intersect-2d,0.0.3,benign,benign,benign,benign
benign,circle-progress-bar,1.0.0,benign,benign,benign,benign
benign,statistic-models,0.0.43,benign,benign,benign,benign
benign,@becquerel##content-negotiator,0.1.0-alpha.3,benign,benign,benign,benign
benign,ember-autosave,3.0.0,benign,benign,benign,benign
benign,node-rdio,0.1.1,benign,benign,benign,benign
benign,nodebb-plugin-image-sizer-forum,2.0.2,benign,benign,benign,benign
benign,distributions-normal-cdf,0.0.2,benign,benign,benign,benign
benign,jkom-bcrypt,1.0.3,benign,malicious,benign,malicious
benign,react-vtk-js,1.18.0,benign,benign,benign,benign
benign,vue-page-element-transition,0.0.4,benign,benign,benign,benign
benign,enter-view,2.0.1,benign,benign,benign,benign
