tool_name,package_id,classifications,num_classifications
sap_RF,@cartus-core##cartus-common-ui/11230000951.0.7,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@cartus-core##cartus-common-ui/1230000951.0.0,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@cartus-core##cartus-common-ui/2.0.0,Data Exfiltration; System Reconnaissance; Browser Manipulation,3
sap_RF,@cartus-core##cartus-common-ui/200000000.0.0,Data Exfiltration; System Reconnaissance; Browser Manipulation,3
sap_RF,@cartus-core##cartus-common-ui/200000051.0.0,Data Exfiltration; Network Communication; System Reconnaissance; Command Execution,4
sap_RF,@cartus-core##cartus-common-ui/230000051.0.0,Data Exfiltration; System Reconnaissance; Browser Manipulation,3
sap_RF,@cartus-core##cartus-common-ui/230000951.0.0,Data Exfiltration; System Reconnaissance; Browser Manipulation,3
sap_RF,@cartus-core##cartus-common-ui2/11230000951.0.6,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@cartus-core##cartus-common-ui2/11230000951.0.8,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@cartus-core##cartus-common-ui2/230000051.0.0,Data Exfiltration; System Reconnaissance; Browser Manipulation,3
sap_RF,@cb-global-design-system-tokens##tailwind/1.0.21,,0
sap_RF,@cloee##fetchs/1.4.4,Malicious Payload Delivery; Obfuscation Techniques; System Reconnaissance; Command Execution,4
sap_RF,@cloee##fetchs/1.4.5,Malicious Payload Delivery; Command Execution,2
sap_RF,@cloee##fetchs/1.4.6,Malicious Payload Delivery; Network Communication; File Operations; Command Execution,4
sap_RF,@cloee##fetchs/1.4.7,Malicious Payload Delivery; Obfuscation Techniques; Command Execution,3
sap_RF,@cloee##fetchs/1.5.1,Malicious Payload Delivery; Prototype Pollution; Obfuscation Techniques; Command Execution,4
sap_RF,@digital-experience##product/89.9.9,Data Exfiltration; Persistence Mechanisms; Network Communication; System Reconnaissance,4
sap_RF,@diotoborg##mollitia-tempore/2.6.89,,0
sap_RF,@dynamic-form-components##shineout/alpha.3,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@ebay##ui-core-react/1.2.1,,0
sap_RF,@ebay##ui-core-react/1.3.0,,0
sap_RF,@ebay##ui-core-react/1.4.1,,0
sap_RF,@ebay##ui-core-react/1.4.2,,0
sap_RF,@ebay##ui-core-react/1.4.3,,0
sap_RF,@ebay##ui-core-react/1.8.3,,0
sap_RF,@ebay##ui-core-react/2.0.0,,0
sap_RF,@ebay##ui-core-react/2.0.1,,0
sap_RF,@ebay##ui-core-react/2.1.0,,0
sap_RF,@ebay##ui-core-react/2.1.1,,0
sap_RF,@ebay##ui-core-react/2.1.10,,0
sap_RF,@ebay##ui-core-react/2.1.3,,0
sap_RF,@ebay##ui-core-react/2.1.6,,0
sap_RF,@ebay##ui-core-react/2.1.9,,0
sap_RF,@ebay##ui-core-react/3.1.1,,0
sap_RF,@ebay##ui-core-react/3.10.1,,0
sap_RF,@ebay##ui-core-react/3.10.2,,0
sap_RF,@ebay##ui-core-react/3.12.1,,0
sap_RF,@ebay##ui-core-react/3.12.2,,0
sap_RF,@ebay##ui-core-react/3.12.6,,0
sap_RF,@ebay##ui-core-react/3.12.8,,0
sap_RF,@ebay##ui-core-react/3.13.0,,0
sap_RF,@ebay##ui-core-react/3.13.2,,0
sap_RF,@ebay##ui-core-react/3.2.1,,0
sap_RF,@ebay##ui-core-react/3.3.0,,0
sap_RF,@ebay##ui-core-react/3.3.1,,0
sap_RF,@ebay##ui-core-react/3.3.4,,0
sap_RF,@ebay##ui-core-react/3.8.0,,0
sap_RF,@ebay##ui-core-react/3.8.2,,0
sap_RF,@ebay##ui-core-react/3.9.1,,0
sap_RF,@ebay##ui-core-react/3.9.3,,0
sap_RF,@ebay##ui-core-react/4.0.0,,0
sap_RF,@ebay##ui-core-react/4.0.1,,0
sap_RF,@ebay##ui-core-react/4.0.2,,0
sap_RF,@ebay##ui-core-react/4.0.3,,0
sap_RF,@ebay##ui-core-react/4.0.4,,0
sap_RF,@ebay##ui-core-react/4.0.5,,0
sap_RF,@ebay##ui-core-react/4.1.0,,0
sap_RF,@ebay##ui-core-react/4.2.0,,0
sap_RF,@ebay##ui-core-react/4.2.1,,0
sap_RF,@ebay##ui-core-react/4.2.2,,0
sap_RF,@ebay##ui-core-react/4.2.3,,0
sap_RF,@ebay##ui-core-react/4.2.4,,0
sap_RF,@ebay##ui-core-react/4.2.5,,0
sap_RF,@ebay##ui-core-react/4.2.6,,0
sap_RF,@ebay##ui-core-react/5.0.0,,0
sap_RF,@ebay##ui-core-react/5.0.1,,0
sap_RF,@ebay##ui-core-react/5.1.0,,0
sap_RF,@ebay##ui-core-react/5.10.0,,0
sap_RF,@ebay##ui-core-react/5.10.1,,0
sap_RF,@ebay##ui-core-react/5.11.0,,0
sap_RF,@ebay##ui-core-react/5.11.1,,0
sap_RF,@ebay##ui-core-react/5.11.2,,0
sap_RF,@ebay##ui-core-react/5.12.0,,0
sap_RF,@ebay##ui-core-react/5.13.0,,0
sap_RF,@ebay##ui-core-react/5.14.0,,0
sap_RF,@ebay##ui-core-react/5.2.0,,0
sap_RF,@ebay##ui-core-react/5.2.1,,0
sap_RF,@ebay##ui-core-react/5.3.0,,0
sap_RF,@ebay##ui-core-react/5.3.1,,0
sap_RF,@ebay##ui-core-react/5.4.0,,0
sap_RF,@ebay##ui-core-react/5.4.1,,0
sap_RF,@ebay##ui-core-react/5.4.2,,0
sap_RF,@ebay##ui-core-react/5.4.3,,0
sap_RF,@ebay##ui-core-react/5.4.4,,0
sap_RF,@ebay##ui-core-react/5.4.5,,0
sap_RF,@ebay##ui-core-react/5.4.6,,0
sap_RF,@ebay##ui-core-react/5.4.7,,0
sap_RF,@ebay##ui-core-react/5.5.0,,0
sap_RF,@ebay##ui-core-react/5.6.0,,0
sap_RF,@ebay##ui-core-react/5.6.1,,0
sap_RF,@ebay##ui-core-react/5.6.2,,0
sap_RF,@ebay##ui-core-react/5.6.3,,0
sap_RF,@ebay##ui-core-react/5.7.0,,0
sap_RF,@ebay##ui-core-react/5.8.0,,0
sap_RF,@ebay##ui-core-react/5.9.0,,0
sap_RF,@ebay##ui-core-react/5.9.1,,0
sap_RF,@ebay##ui-core-react/5.9.2,,0
sap_RF,@ebay##ui-core-react/5.9.3,,0
sap_RF,@ebay##ui-core-react/5.9.4,,0
sap_RF,@ebay##ui-core-react/6.0.0,,0
sap_RF,@ebay##ui-core-react/6.1.0,,0
sap_RF,@ebay##ui-core-react/6.2.0,,0
sap_RF,@ebay##ui-core-react/6.2.1,,0
sap_RF,@ebay##ui-core-react/6.3.0,,0
sap_RF,@ebay##ui-core-react/7.0.0,,0
sap_RF,@ebay##ui-core-react/7.0.1,,0
sap_RF,@ebay##ui-core-react/rc.0,,0
sap_RF,@ebay##ui-core-react/rc.1,,0
sap_RF,@epgu##epgu-constructor/0.0.118030,Data Exfiltration; Network Communication,2
sap_RF,@esmpfrontend##ui/9.1.2,Data Exfiltration; Credential Theft; System Reconnaissance,3
sap_RF,@esmpfrontend##ui/9.1.3,Data Exfiltration; System Reconnaissance,2
sap_RF,@fixedwidthtable##fixedwidthtable/0.0.1,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@fixedwidthtable##fixedwidthtable/0.0.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@fixedwidthtable##fixedwidthtable/0.0.3,Obfuscation Techniques; System Reconnaissance; Anti-Analysis; Command Execution; Persistence Mechanisms,5
sap_RF,@globalsearch##productstub/14.1.1,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@inconspicuously##test-lib-1/1.0.2,Obfuscation Techniques; System Reconnaissance; Browser Manipulation,3
sap_RF,@inconspicuously##test-lib-1/1.0.3,Data Exfiltration; Obfuscation Techniques; System Reconnaissance; Browser Manipulation,4
sap_RF,@inconspicuously##test-lib-1/1.0.5,Data Exfiltration; Obfuscation Techniques; System Reconnaissance; Browser Manipulation,4
sap_RF,@ltd2research##tldrequest/2.0.0,Obfuscation Techniques; System Reconnaissance; Data Exfiltration; Network Communication; Browser Manipulation,5
sap_RF,@meneprojects##body-parsers/1.0.3,,0
sap_RF,@msmg-money##get-current-env/2.0.0,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@msmg-money##vue-datadog/2.0.0,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@nokia-csf-uxr##csfwidgets/1.0.0,Data Exfiltration; Network Communication; Credential Theft,3
sap_RF,@nokia-csf-uxr##csfwidgets/1.0.1,Data Exfiltration; Network Communication,2
sap_RF,@nokia-csf-uxr##csfwidgets/1.0.2,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@pagseguro##pagseguro-utils/11.11.11,Obfuscation Techniques; Anti-Analysis; System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,7
sap_RF,@pagseguro##pagseguro-utils/3.10.11,Obfuscation Techniques; System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,6
sap_RF,@pagseguro##pagseguro-utils/3.10.2,Obfuscation Techniques; System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,6
sap_RF,@panel-layout##layout/6.21.0,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@pingone##net/0.1.3,Anti-Analysis; System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,6
sap_RF,@pingone##net/0.1.9,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@pingone##net/0.4.9,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@ramp106##timetable/9.9.9,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@serenity-web##channel-motor/1.0.0,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@serenity-web##common-assets/5.0.0,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@serenity-web##common-helpers/1.0.0,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@serenity-web##components-base/4.0.0,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@sheinoutmobile##shineoutmobile/1.8.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms; File Operations,6
sap_RF,@sok-brand-sites##common-frontend-components/1.643.1,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,@sok-brand-sites##common-frontend-components/1.643.2,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,@sok-brand-sites##common-frontend-components/2.644.2,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,@sok-brand-sites##common-frontend-components/3.645.2,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,@sok-brand-sites##common-frontend-components/4.646.2,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,@sok-brand-sites##common-frontend-components/5.647.2,Persistence Mechanisms; Anti-Analysis; System Reconnaissance; Command Execution,4
sap_RF,@sok-brand-sites##common-frontend-components/6.648.2,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,@sok-brand-sites##common-frontend-components/7.649.2,Persistence Mechanisms; Anti-Analysis; System Reconnaissance; Command Execution,4
sap_RF,@sok-brand-sites##common-frontend-components/8.650.2,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,@sok-brand-sites##common-frontend-components/de,Data Exfiltration; Network Communication; Browser Manipulation,3
sap_RF,@solana##web3.js/1.95.7,Data Exfiltration; Network Communication; Credential Theft,3
sap_RF,@spgy##eslint-plugin-spgy-fe/rc.0,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@spgy##eslint-plugin-spgy-fe/rc.1,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@spgy##eslint-plugin-spgy-fe/rc.2,Obfuscation Techniques; Anti-Analysis; System Reconnaissance; Command Execution; Persistence Mechanisms,5
sap_RF,@ssr-frontend##packages-analytics/99.9.91,,0
sap_RF,@superbet-group##allowances-js/0.0.1,Network Communication; Command Execution,2
sap_RF,@superbet-group##web.lib.config/1.22.0,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@superbet-group##web.lib.vue-utilities/1.15.0,Network Communication; Command Execution,2
sap_RF,@superbet-group##web.types/1.9.1,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@sxmp##logging/0.100.10,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,@time-loop##electron-panel-window/3.0.2,Data Exfiltration; System Reconnaissance; Browser Manipulation,3
sap_RF,@time-loop##electron-panel-window/3.0.4,Obfuscation Techniques; System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Browser Manipulation,6
sap_RF,@time-loop##electron-panel-window/3.0.5,Data Exfiltration; System Reconnaissance; Browser Manipulation,3
sap_RF,@time-loop##electron-panel-window/3.0.6,Data Exfiltration; System Reconnaissance; Browser Manipulation,3
sap_RF,@virtualsearchtable##virtualsearchtable/0.1.0,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,@virtualsearchtable##virtualsearchtable/0.1.1,Obfuscation Techniques; System Reconnaissance; Anti-Analysis; Command Execution; Persistence Mechanisms,5
sap_RF,@zxncij2390##monorepo3/3.18.0,Data Exfiltration; Persistence Mechanisms; System Reconnaissance; Command Execution,4
sap_RF,aagularjs/1.0.0,Obfuscation Techniques; Network Communication,2
sap_RF,aagularjs/1.1.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,aagularjs/1.1.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,aagularjs/8.7.6,Persistence Mechanisms; Command Execution,2
sap_RF,acgularjs/1.0.0,Obfuscation Techniques; Network Communication,2
sap_RF,acgularjs/1.1.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,acgularjs/1.1.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,acgularjs/8.7.6,Persistence Mechanisms; Command Execution,2
sap_RF,activities-ui-components/4.0.1,Data Exfiltration; Network Communication; System Reconnaissance,3
sap_RF,activity-iframe-sdk/0.0.0,Persistence Mechanisms; Command Execution,2
sap_RF,activity-iframe-sdk/10000.0.0,Persistence Mechanisms; Command Execution,2
sap_RF,add-sugar/1.0.0,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,add-sugar/1.0.1,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms; File Operations,6
sap_RF,add-sugar/1.0.10,Obfuscation Techniques; System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,6
sap_RF,add-sugar/1.0.11,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,add-sugar/1.0.12,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,add-sugar/1.0.13,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,add-sugar/1.0.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,add-sugar/1.0.3,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,add-sugar/1.0.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,add-sugar/1.0.5,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,add-sugar/1.0.6,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,add-sugar/1.0.7,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms; Malicious Payload Delivery,6
sap_RF,add-sugar/1.0.8,Command Execution; System Reconnaissance; Data Exfiltration; Network Communication; File Operations; Persistence Mechanisms; Malicious Payload Delivery,7
sap_RF,add-sugar/1.0.9,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,adgularjs/1.0.0,Network Communication,1
sap_RF,adgularjs/1.1.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,adgularjs/1.1.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,adgularjs/8.7.6,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,adv-discord-utility/1.4.1,Obfuscation Techniques; Credential Theft; Data Exfiltration; Network Communication; File Operations,5
sap_RF,aegularjs/1.0.0,Obfuscation Techniques; Network Communication,2
sap_RF,aegularjs/1.1.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,aegularjs/1.1.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,aegularjs/8.7.6,Persistence Mechanisms; Command Execution,2
sap_RF,aesh-1.1.0/reupload,File Operations; Data Exfiltration; System Reconnaissance; Command Execution,4
sap_RF,afe-base-component/3.1.0,Data Exfiltration; Network Communication; System Reconnaissance; Command Execution,4
sap_RF,afgularjs/1.0.0,Obfuscation Techniques; Network Communication,2
sap_RF,afgularjs/1.1.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,afgularjs/1.1.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,afgularjs/8.7.6,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,aggularjs/1.0.0,Obfuscation Techniques; Network Communication,2
sap_RF,aggularjs/1.1.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,aggularjs/1.1.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,aggularjs/8.7.6,Persistence Mechanisms; Command Execution,2
sap_RF,ahgularjs/1.0.0,Obfuscation Techniques; Network Communication,2
sap_RF,ahgularjs/1.1.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,ahgularjs/1.1.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,ahgularjs/8.7.6,Persistence Mechanisms; System Reconnaissance; Command Execution,3
sap_RF,ahmadzdzdzdzddddahas/10.0.8,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,airslate-core-components/99.99.1,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,airslate-navigation/99.99.1,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,ajax-libs/9.0.3,Obfuscation Techniques; System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Browser Manipulation,6
sap_RF,akgularjs/1.0.0,Obfuscation Techniques; Network Communication,2
sap_RF,akgularjs/1.1.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,akgularjs/1.1.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,akgularjs/8.7.6,Persistence Mechanisms; Command Execution,2
sap_RF,akiraa-wb/1.2.1,,0
sap_RF,akiraa-wb/1.2.5,Obfuscation Techniques; Proxy Manipulation; Credential Theft; System Reconnaissance; Data Exfiltration; File Operations; Network Communication; NSFW Content; Browser Manipulation; Malicious Payload Delivery,10
sap_RF,akiraa-wb/1.7.0,Obfuscation Techniques; System Reconnaissance; Data Exfiltration; Network Communication; NSFW Content; File Operations; Malicious Payload Delivery,7
sap_RF,akiraa-wb/1.7.1,Obfuscation Techniques; Proxy Manipulation; Credential Theft; Anti-Analysis; Command Execution; System Reconnaissance; Data Exfiltration; Network Communication; File Operations; NSFW Content; Browser Manipulation; Malicious Payload Delivery,12
sap_RF,akiraa-wb/1.9.5,Obfuscation Techniques; Proxy Manipulation; Anti-Analysis; System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; NSFW Content; Persistence Mechanisms; File Operations; Malicious Payload Delivery,11
sap_RF,akiraa-wb/1.9.6,Obfuscation Techniques; Proxy Manipulation; System Reconnaissance; Anti-Analysis; Command Execution; Data Exfiltration; Network Communication; NSFW Content; Persistence Mechanisms; Malicious Payload Delivery,10
sap_RF,akiraa-wb/1.9.7,Obfuscation Techniques; Proxy Manipulation; System Reconnaissance; Command Execution; Anti-Analysis; Data Exfiltration; Network Communication; NSFW Content; Persistence Mechanisms; Malicious Payload Delivery,10
sap_RF,akiraa-wb/1.9.8,Obfuscation Techniques; Proxy Manipulation; Anti-Analysis; System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; NSFW Content; Persistence Mechanisms; Malicious Payload Delivery,10
sap_RF,akiraa-wb/1.9.9,Obfuscation Techniques; Proxy Manipulation; System Reconnaissance; Anti-Analysis; Command Execution; Data Exfiltration; Network Communication; NSFW Content; Persistence Mechanisms; Malicious Payload Delivery,10
sap_RF,akiraa-wb/2.0.0,,0
sap_RF,akiraa-wb/2.0.1,Obfuscation Techniques; Proxy Manipulation; System Reconnaissance; Command Execution; Anti-Analysis; Data Exfiltration; Network Communication; NSFW Content; Persistence Mechanisms; Malicious Payload Delivery,10
sap_RF,akiraa-wb/2.0.2,Obfuscation Techniques; Proxy Manipulation; System Reconnaissance; Command Execution; Anti-Analysis; Data Exfiltration; Network Communication; NSFW Content; Persistence Mechanisms; Malicious Payload Delivery,10
sap_RF,akita-poc/1.2.5,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,algularjs/1.0.0,Obfuscation Techniques; Network Communication,2
sap_RF,algularjs/1.1.2,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,algularjs/1.1.4,System Reconnaissance; Command Execution; Data Exfiltration; Network Communication; Persistence Mechanisms,5
sap_RF,algularjs/8.7.6,Persistence Mechanisms; System Reconnaissance; Command Execution,3
