tool1,tool2,strategy,combination_name,precision,recall,f1_score,accuracy,specificity,tp,tn,fp,fn,total
sap_DT,guarddog,intersection,sap_DT_guarddog_intersection,0.998814604077762,0.6410529519172246,0.7809082483781279,0.8261253309796999,0.9992881548974943,4213,7019,5,2359,13596
ossgadget,genie,union,ossgadget_genie_union,0.5258503401360545,0.9446990528567064,0.67562547798536,0.5624170965364775,0.2061503416856492,6184,1448,5576,362,13570
ossgadget,genie,intersection,ossgadget_genie_intersection,0.9978308026030369,0.4216315307057745,0.5927835051546392,0.7205600589535741,0.9991457858769932,2760,7018,6,3786,13570
ossgadget,packj_trace,union,ossgadget_packj_trace_union,0.4876538604998135,0.9986251145737856,0.6553054984712546,0.4932950191570881,0.022487902077996016,6537,158,6868,9,13572
ossgadget,packj_trace,intersection,ossgadget_packj_trace_intersection,0.5556914393226717,0.9023831347387717,0.6878202142524453,0.6049218980253463,0.32778252206091657,5907,2303,4723,639,13572
ossgadget,sap_XGB,union,ossgadget_sap_XGB_union,0.5315263675073698,0.9876749847839318,0.6911201022146507,0.5732568402471315,0.18550683371298404,6491,1303,5721,81,13596
ossgadget,sap_XGB,intersection,ossgadget_sap_XGB_intersection,0.9676081374679044,0.7454351795496044,0.8421143102707349,0.8648867313915858,0.9766514806378133,4899,6860,164,1673,13596
ossgadget,guarddog,union,ossgadget_guarddog_union,0.5355544505221282,0.9871677360219981,0.6943907156673114,0.5808400884303611,0.2021640091116173,6462,1420,5604,84,13570
ossgadget,guarddog,intersection,ossgadget_guarddog_intersection,0.9538843561546648,0.8215704246868316,0.8827971109652003,0.8947678703021371,0.9629840546697038,5378,6764,260,1168,13570
genie,packj_trace,union,genie_packj_trace_union,0.5197573241797717,0.9948051948051948,0.6827810402684563,0.5541964483088939,0.14375177910617706,6511,1010,6016,34,13571
genie,packj_trace,intersection,genie_packj_trace_intersection,0.9976027397260274,0.4450725744843392,0.6155309033280507,0.7318546901481099,0.9990037005408483,2913,7019,7,3632,13571
genie,sap_XGB,union,genie_sap_XGB_union,0.9472800537273338,0.8586212144270279,0.9007743274527021,0.9085693269584406,0.9552961275626424,5642,6710,314,929,13595
genie,sap_XGB,intersection,genie_sap_XGB_intersection,0.9989015012815818,0.41515751027240905,0.5865405289185122,0.7171018756895917,0.9995728929384966,2728,7021,3,3843,13595
genie,guarddog,union,genie_guarddog_union,0.9530266343825666,0.9019248395967002,0.9267718389451378,0.9312453942520266,0.9585706150341685,5904,6733,291,642,13570
genie,guarddog,intersection,genie_guarddog_intersection,0.9982882574460801,0.4454628780934922,0.616034646667371,0.7321296978629329,0.9992881548974943,2916,7019,5,3630,13570
packj_trace,sap_XGB,union,packj_trace_sap_XGB_union,0.5187909803294418,0.9873687414396591,0.6801908056822351,0.5512980804589248,0.14346712211784798,6488,1008,6018,83,13597
packj_trace,sap_XGB,intersection,packj_trace_sap_XGB_intersection,0.9458699472759227,0.8190534165271648,0.8779055541962318,0.8899021843053615,0.9561628237973242,5382,6718,308,1189,13597
packj_trace,guarddog,union,packj_trace_guarddog_union,0.5188101487314086,0.9964864039107852,0.682357863905016,0.552534630120837,0.138912610304583,6523,976,6050,23,13572
packj_trace,guarddog,intersection,packj_trace_guarddog_intersection,0.9578651685393258,0.8855789795294836,0.920304810287347,0.9260241674034777,0.9637062339880444,5797,6771,255,749,13572
sap_XGB,guarddog,union,sap_XGB_guarddog_union,0.9156959813628421,0.9569385270846014,0.9358630952380953,0.9365989997057959,0.9175683371298405,6289,6445,579,283,13596
sap_XGB,guarddog,intersection,sap_XGB_guarddog_intersection,0.9959975985591355,0.757303712720633,0.8604028005877776,0.8812150632538982,0.9971526195899773,4977,7004,20,1595,13596
