source,package_name,version,file,type,summary,cluster_kmeans,cluster_spectral,cluster_agglomerative,cluster_dbscan
malware_snippets,hngularjs,1.1.2,package/new.js,shady-links,Exfiltrates host IPs and hostname to Discord webhook via HTTPS POST.,3,0,5,-1
malware_snippets,reapctjs,1.1.4,package/package.json,npm-install-script,Executes new.js automatically before package installation via npm preinstall script.,5,4,6,1
malware_snippets,reapctjs,1.1.4,package/new.js,shady-links,"Steals host IP, username, and network info, sending to Discord webhook.",9,0,1,-1
malware_snippets,reapctjs,8.7.6,package/package.json,npm-install-script,"Executes new.js automatically before install, enabling arbitrary code execution on package install.",2,2,6,-1
malware_snippets,reapctjs,1.1.2,package/package.json,npm-install-script,"Executes new.js automatically before install, enabling arbitrary code execution on package install.",2,2,6,-1
malware_snippets,reapctjs,1.1.2,package/new.js,shady-links,Exfiltrates host network info and hostname to Discord webhook via HTTPS POST.,10,0,1,-1
malware_snippets,test-module-a,1.0.3,package/package.json,npm-install-script,"Executes bundle.js automatically before install, enabling arbitrary code execution on package installation.",2,14,11,-1
malware_snippets,test-module-a,1.0.1,package/package.json,npm-install-script,"Executes bundle.js automatically before install, enabling arbitrary code execution on package install.",2,12,2,-1
malware_snippets,typedoc-gen,10.10.10,tmp/tmpmmvp_xwn/typedoc-gen/package/index.js,shady-links,"Collects system and user data, exfiltrates via HTTPS POST to external server.",7,0,8,-1
malware_snippets,typedoc-gen,10.10.10,tmp/tmpmmvp_xwn/typedoc-gen/package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to remote server.",1,13,4,-1
malware_snippets,typedoc-gen,10.10.10,tmp/tmpmmvp_xwn/typedoc-gen/package/index.js,npm-exfiltrate-sensitive-data,Exfiltrates system and package data to remote server via HTTPS POST request.,15,0,10,-1
malware_snippets,typedoc-gen,10.10.10,tmp/tmpmmvp_xwn/typedoc-gen/package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution during npm install.",12,0,3,8
malware_snippets,soundfish3,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,soundfish3,99.10.9,package/index.js,npm-obfuscation,Collects system info and exfiltrates via DNS and HTTPS POST to remote server.,6,0,9,-1
malware_snippets,insidepocpackage,5.0.0,package/package.json,npm-install-script,Steals GCP access token and exfiltrates it to an external server during npm install.,12,0,3,-1
malware_snippets,insidepocpackage,5.0.0,package/package.json,shady-links,Steals GCP metadata token and exfiltrates it via HTTP POST during package preinstall.,5,1,10,-1
malware_snippets,insidepocpackage,4.0.0,package/package.json,npm-install-script,Steals GCP instance access token and exfiltrates it to remote server during npm install.,12,0,3,-1
malware_snippets,insidepocpackage,4.0.0,package/package.json,shady-links,Steals GCP metadata token and exfiltrates it via HTTP POST during package preinstall.,5,1,10,-1
malware_snippets,document-create-element,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,document-create-element,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system/user data to remote server via HTTPS POST.,1,8,4,3
malware_snippets,document-create-element,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,document-create-element,99.10.13,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it via HTTPS POST to remote server.,17,3,17,6
malware_snippets,document-create-element,99.10.13,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system/user data to remote server via HTTPS POST.,1,8,4,3
malware_snippets,document-create-element,99.10.13,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,-1
malware_snippets,proton-vpn-browser-extension,999.99.99,tmp/tmp5d1vdfon/proton-vpn-browser-extension/package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system and package data to remote server via HTTPS POST.,1,13,4,3
malware_snippets,proton-vpn-browser-extension,999.99.99,tmp/tmp5d1vdfon/proton-vpn-browser-extension/package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system and user data to remote server via HTTPS POST.,1,8,4,3
malware_snippets,proton-vpn-browser-extension,999.99.99,tmp/tmp5d1vdfon/proton-vpn-browser-extension/package/index.js,shady-links,"Collects system and user data, exfiltrates via HTTPS POST to external server.",7,0,8,5
malware_snippets,proton-vpn-browser-extension,999.99.99,tmp/tmp5d1vdfon/proton-vpn-browser-extension/package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,plugins-monorepo,99.10.9,package/index.js,npm-obfuscation,"Collects and exfiltrates host, user, network, and directory info to remote server via DNS and HTTPS.",11,0,13,-1
malware_snippets,plugins-monorepo,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,sap-apicpicturetype,0.0.0,2024-07-11-sap-apicpicturetype-v0.0.0/package/index.js,shady-links,Exfiltrates system info and environment variables to remote server using curl and base64.,16,0,1,-1
malware_snippets,sap-apicpicturetype,0.0.0,2024-07-11-sap-apicpicturetype-v0.0.0/package/package.json,npm-install-script,"Runs index.js silently before install, potentially executing hidden code.",14,0,7,-1
malware_snippets,wm-babel-runtime,6.26.0,package/package.json,npm-install-script,"Exfiltrates host, user, and public IP info via DNS and HTTP during npm install.",6,0,9,-1
malware_snippets,pdfgrabber,10.0.0,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on install.",2,0,16,-1
malware_snippets,pdfgrabber,10.0.0,package/index.js,shady-links,"Collects system and user info, exfiltrates via POST to external server.",7,0,8,-1
malware_snippets,pdfgrabber,10.0.0,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and user data, exfiltrates via HTTPS POST to remote server.",1,8,4,3
malware_snippets,pdfgrabber,10.0.0,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and user info, exfiltrates via HTTPS POST to remote server.",1,0,4,9
malware_snippets,arm-machinelearningservices,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution during npm install.",12,0,3,-1
malware_snippets,arm-machinelearningservices,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,arm-machinelearningservices,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,pap-sdk,6.5.8,tmp/tmp8alwtqi6/pap-sdk/package/index.js,shady-links,Fetches external IP and organization info from ipinfo.io using HTTPS GET request.,9,0,1,4
malware_snippets,pap-sdk,6.5.8,tmp/tmp8alwtqi6/pap-sdk/package/index.js,shady-links,Collects system/user data and exfiltrates it to a Discord webhook via HTTPS POST.,3,15,5,-1
malware_snippets,pap-sdk,6.5.8,tmp/tmp8alwtqi6/pap-sdk/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it to a Discord webhook via HTTPS POST.,3,15,5,14
malware_snippets,pap-sdk,6.5.8,tmp/tmp8alwtqi6/pap-sdk/package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates via Discord webhook POST request.,15,10,10,-1
malware_snippets,pap-sdk,6.5.8,tmp/tmp8alwtqi6/pap-sdk/package/package.json,npm-install-script,Runs index.js automatically on install via preinstall npm script.,12,0,3,-1
malware_snippets,wdio-api-client,3.0.11,package/package.json,npm-install-script,Executes index.js automatically after package installation via postinstall script.,5,0,7,-1
malware_snippets,wdio-api-client,3.0.11,package/index.js,shady-links,"Collects local username and hostname, exfiltrates them to remote server via HTTP POST.",16,0,2,-1
malware_snippets,pp-profile-widget,35.0.0,package/package.json,npm-install-script,"Runs app.js automatically before install, enabling arbitrary code execution on package install.",2,12,2,-1
malware_snippets,mongose,4.11.3,package/package-setup.js,npm-exfiltrate-sensitive-data,Exfiltrates environment variables to external server via HTTP POST request.,15,0,10,-1
malware_snippets,mongose,4.11.3,package/package-setup.js,npm-exfiltrate-sensitive-data,Exfiltrates base64-encoded environment variables to external server via HTTP POST.,9,0,1,-1
malware_snippets,mongose,4.11.3,package/package.json,npm-install-script,"Runs package-setup.js automatically after install, enabling hidden code execution on install.",14,0,7,-1
malware_snippets,safebs58.js,2.3.2,2024-07-30-safebs58.js-v2.3.2/package/package.json,npm-install-script,"Runs node script before install, enabling arbitrary code execution during package installation.",15,0,10,-1
malware_snippets,safebs58.js,2.3.2,2024-07-30-safebs58.js-v2.3.2/package/src/unhook.js,shady-links,Exfiltrates valid mnemonic phrases to remote server via HTTP POST request.,15,0,10,-1
malware_snippets,@tide-web-apps##bert2,2.2.0,package/package.json,npm-install-script,Runs echo command during npm preinstall script execution.,12,0,3,-1
malware_snippets,@tide-web-apps##bert2,4.6.9,package/package.json,shady-links,Exfiltrates environment info via DNS ping during install using npm preinstall script.,12,0,9,-1
malware_snippets,@tide-web-apps##bert2,4.6.9,package/package.json,shady-links,"Runs ping to attacker server on install, leaking user info.",9,0,1,-1
malware_snippets,@tide-web-apps##bert2,4.6.9,package/package.json,npm-install-script,Exfiltrates user and host info via DNS on install using npm preinstall script.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,4.6.9,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user info.",9,0,1,-1
malware_snippets,@tide-web-apps##bert2,3.5.0,package/package.json,shady-links,Exfiltrates environment variables via DNS ping during npm install lifecycle.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,3.5.0,package/package.json,shady-links,Exfiltrates environment info via DNS ping during install scripts to attacker-controlled domain.,10,0,0,-1
malware_snippets,@tide-web-apps##bert2,3.5.0,package/package.json,npm-install-script,"Preinstall script pings attacker server, leaking environment info during npm install.",12,0,0,-1
malware_snippets,@tide-web-apps##bert2,3.5.0,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user and host info.",9,0,1,-1
malware_snippets,@tide-web-apps##bert2,3.2.0,package/package.json,shady-links,Exfiltrates environment info via DNS ping during install using npm preinstall script.,12,0,9,-1
malware_snippets,@tide-web-apps##bert2,3.2.0,package/package.json,shady-links,Exfiltrates environment info via DNS ping during install scripts to attacker-controlled domain.,10,0,0,-1
malware_snippets,@tide-web-apps##bert2,3.2.0,package/package.json,npm-install-script,Exfiltrates environment variables via DNS ping during npm install lifecycle.,6,17,9,-1
malware_snippets,@tide-web-apps##bert2,3.2.0,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user and host info.",9,0,1,-1
malware_snippets,@tide-web-apps##bert2,3.0.0,package/package.json,npm-install-script,Echoes a message during npm preinstall script execution.,12,0,3,-1
malware_snippets,@tide-web-apps##bert2,3.0.0,package/package.json,npm-install-script,Runs echo command after install; no malicious behavior detected.,10,0,1,-1
malware_snippets,@tide-web-apps##bert2,3.4.0,package/package.json,shady-links,Exfiltrates user and host info via DNS ping during npm install lifecycle.,12,0,9,-1
malware_snippets,@tide-web-apps##bert2,3.4.0,package/package.json,shady-links,"Runs ping to attacker server on install, leaking user and host info.",9,0,1,-1
malware_snippets,@tide-web-apps##bert2,3.4.0,package/package.json,npm-install-script,Leaks user and host info via DNS ping during npm install.,12,0,9,-1
malware_snippets,@tide-web-apps##bert2,3.4.0,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user and host info.",9,0,1,-1
malware_snippets,@tide-web-apps##bert2,3.1.0,package/package.json,npm-install-script,Writes a marker file to /tmp during npm preinstall script execution.,12,0,3,-1
malware_snippets,@tide-web-apps##bert2,3.1.0,package/package.json,npm-install-script,"Writes marker files to /tmp during install scripts, indicating possible execution or compromise.",16,0,2,-1
malware_snippets,@tide-web-apps##bert2,4.7.9,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user and hostname.",10,0,1,-1
malware_snippets,@tide-web-apps##bert2,4.7.9,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user and host info.",9,0,1,-1
malware_snippets,@tide-web-apps##bert2,4.7.9,package/package.json,shady-links,Exfiltrates user and host info via DNS on install using npm lifecycle scripts.,0,0,9,-1
malware_snippets,@tide-web-apps##bert2,4.7.9,package/package.json,shady-links,"Runs ping to attacker server on install, leaking user and host info.",9,0,1,-1
malware_snippets,@tide-web-apps##bert2,4.2.0,package/package.json,npm-install-script,Exfiltrates user and hostname via DNS on install using npm preinstall script.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,4.2.0,package/package.json,npm-install-script,"Runs ping to attacker server on postinstall, leaking user and environment info.",8,0,7,-1
malware_snippets,@tide-web-apps##bert2,4.2.0,package/package.json,shady-links,Exfiltrates user and hostname via DNS on install using npm preinstall script.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,4.2.0,package/package.json,shady-links,"Runs ping to attacker server on install, leaking user and host info.",10,0,1,-1
malware_snippets,@tide-web-apps##bert2,4.1.0,package/package.json,shady-links,Exfiltrates user and hostname via DNS on install using npm preinstall script.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,4.1.0,package/package.json,shady-links,Exfiltrates user and host info via DNS on install scripts.,6,0,2,-1
malware_snippets,@tide-web-apps##bert2,4.1.0,package/package.json,npm-install-script,Exfiltrates user and hostname via DNS during npm install using preinstall script.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,4.1.0,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user and host info.",9,0,1,-1
malware_snippets,@tide-web-apps##bert2,3.9.0,package/package.json,shady-links,Exfiltrates environment info via DNS on install using npm preinstall and postinstall scripts.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,3.9.0,package/package.json,shady-links,Exfiltrates user and host info via DNS on install and postinstall script execution.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,3.9.0,package/package.json,npm-install-script,Exfiltrates environment info via DNS on install using npm preinstall and postinstall scripts.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,3.9.0,package/package.json,npm-install-script,"Exfiltrates user and host info via DNS on install scripts, then forces install failure.",6,0,2,-1
malware_snippets,@tide-web-apps##bert2,5.0.0,package/package.json,shady-links,Exfiltrates user and host info via DNS on install using npm preinstall script.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,5.0.0,package/package.json,shady-links,"Runs ping to attacker server on install, leaking user and host info.",10,0,1,-1
malware_snippets,@tide-web-apps##bert2,5.0.0,package/package.json,npm-install-script,Exfiltrates environment info via DNS ping during npm install lifecycle.,10,0,0,-1
malware_snippets,@tide-web-apps##bert2,5.0.0,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user and host info.",10,0,1,-1
malware_snippets,@tide-web-apps##bert2,4.0.0,package/package.json,shady-links,Exfiltrates environment info via DNS ping during npm install lifecycle.,10,0,0,-1
malware_snippets,@tide-web-apps##bert2,4.0.0,package/package.json,shady-links,Exfiltrates user and host info via DNS on install and postinstall npm script execution.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,4.0.0,package/package.json,npm-install-script,Exfiltrates environment variables via DNS during npm install using preinstall script.,6,0,9,-1
malware_snippets,@tide-web-apps##bert2,4.0.0,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user and host info.",10,0,1,-1
malware_snippets,@tide-web-apps##bert2,3.8.0,package/package.json,shady-links,Exfiltrates environment info via DNS requests during install using npm preinstall/postinstall scripts.,0,0,9,-1
malware_snippets,@tide-web-apps##bert2,3.8.0,package/package.json,shady-links,Exfiltrates user and host info via DNS ping during install scripts.,1,0,2,-1
malware_snippets,@tide-web-apps##bert2,3.8.0,package/package.json,npm-install-script,Exfiltrates environment info via DNS ping during npm install lifecycle scripts.,9,0,0,-1
malware_snippets,@tide-web-apps##bert2,3.8.0,package/package.json,npm-install-script,"Runs ping to attacker server on install, leaking user and host info.",9,0,1,-1
malware_snippets,get_name_of_token,1.0.0,package/index.js,shady-links,"Collects system and user data, exfiltrates via HTTPS POST to external server.",7,0,8,5
malware_snippets,get_name_of_token,1.0.0,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package info, exfiltrates via HTTPS POST to external server.",7,7,8,-1
malware_snippets,get_name_of_token,1.0.0,package/index.js,npm-exfiltrate-sensitive-data,Exfiltrates system and package data to remote server via HTTPS POST request.,15,0,10,-1
malware_snippets,get_name_of_token,1.0.0,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling preinstall script execution.",12,0,3,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/client/Client.js,shady-links,"Warns about logging in with user tokens, referencing Discord's Terms of Service.",9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/client/Client.js,shady-links,Validates and processes Discord remote authentication URLs for QR code login.,3,0,2,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/client/Client.js,shady-links,"Validates and posts OAuth2 authorization URLs, restricting to Discord domains.",9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/errors/Messages.js,shady-links,Defines error messages including a suspicious remote auth URL for validation or error reporting.,9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/rest/APIRequest.js,shady-links,"Spoofs Discord Referer header for API requests, mimicking browser-originated traffic.",9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/rest/APIRequest.js,shady-links,"Crafts HTTP requests mimicking Discord web client, including suspicious origin and referer headers.",16,0,2,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/rest/CaptchaSolver.js,shady-links,"Solves hCaptcha for Discord using 2captcha, potentially automating account or bot creation.",3,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/rest/CaptchaSolver.js,shady-links,"Solves hCaptcha for Discord direct messages using Capmonster, automating CAPTCHA bypass.",9,0,2,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/Options.js,shady-links,Sets default API endpoint to official Discord API for HTTP requests.,9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/Options.js,shady-links,Sets Discord event URL in HTTP options for API usage.,9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/RemoteAuth.js,shady-links,"Defines Discord remote auth base URL for QR login, enabling token capture.",2,0,2,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/RemoteAuth.js,shady-links,"Solves hCaptcha for discord.com, potentially automating bypass of CAPTCHA protections.",9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/RemoteAuth.js,shady-links,Creates WebSocket with forged Origin header to mimic Discord client authentication.,9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/RemoteAuth.js,shady-links,Attempts to exchange a QR login ticket for a real Discord user token via Discord API.,9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/RemoteAuth.js,shady-links,"Posts Discord QR login ticket to Discord API, mimicking browser headers for token extraction.",9,0,1,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/RemoteAuth.js,shady-links,"Sets WebSocket Origin header to discord.com, enabling Discord remote authentication emulation.",3,0,5,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/arRPC/index.js,shady-links,Sends hardcoded Discord API endpoint to connected clients in mock user config.,9,0,12,-1
malware_snippets,discord.js-selfbot-dmallfriend-v13,2.17.1,package/src/util/arRPC/transports/websocket.js,shady-links,"Restricts WebSocket connections to official Discord origins, closing others immediately.",3,0,1,-1
malware_snippets,azure-iot-ux-fluent-controls,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,azure-iot-ux-fluent-controls,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,azure-iot-ux-fluent-controls,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it to remote server via HTTPS POST.,17,16,17,7
malware_snippets,lib-js-util-promise,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates via HTTPS POST to remote server.,1,8,4,3
malware_snippets,lib-js-util-promise,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects and exfiltrates system/user data to remote server via HTTPS POST.,1,8,4,3
malware_snippets,lib-js-util-promise,99.10.9,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,dom-iterables,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,dom-iterables,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,dom-iterables,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,dom-iterables,99.10.13,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user info and exfiltrates it to remote server via HTTPS POST.,17,16,17,7
malware_snippets,dom-iterables,99.10.13,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it via HTTPS POST to remote server.,17,3,17,6
malware_snippets,dom-iterables,99.10.13,package/package.json,npm-install-script,Executes index.js automatically before package installation via npm preinstall script.,5,1,11,2
malware_snippets,bcoin-mongo-api,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,bcoin-mongo-api,99.10.10,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,bcoin-mongo-api,99.10.10,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on install.",2,0,16,0
malware_snippets,azure-ai-metrics-advisor-samples-js,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates via HTTPS POST to remote server.,1,8,4,3
malware_snippets,azure-ai-metrics-advisor-samples-js,99.10.9,package/index.js,npm-exfiltrate-sensitive-data,Collects system/user data and exfiltrates it to remote server via HTTPS POST.,17,3,17,6
malware_snippets,azure-ai-metrics-advisor-samples-js,99.10.9,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution during npm install.",12,0,3,8
malware_snippets,webpacks-bundles-analyzer,99.11.18,tmp/tmp8gnfng8e/webpacks-bundles-analyzer/package/index.js,npm-exfiltrate-sensitive-data,Exfiltrates host/user info and MAC addresses to remote servers via HTTP GET requests.,9,0,1,-1
malware_snippets,webpacks-bundles-analyzer,99.11.18,tmp/tmp8gnfng8e/webpacks-bundles-analyzer/package/index.js,shady-links,Exfiltrates host/user info and MACs to remote servers via HTTP GET requests.,9,0,1,-1
malware_snippets,webpacks-bundles-analyzer,99.11.18,tmp/tmp8gnfng8e/webpacks-bundles-analyzer/package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package installation.",2,14,11,16
malware_snippets,producer-journey,1.0.4,package/package.json,npm-install-script,"Executes index.js automatically before install, enabling arbitrary code execution on package install.",2,12,16,0
malware_snippets,producer-journey,1.0.4,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and package data, exfiltrates via HTTPS POST to remote server.",1,13,4,3
malware_snippets,producer-journey,1.0.4,package/index.js,npm-exfiltrate-sensitive-data,"Collects system and user data, exfiltrates via HTTPS POST to remote server.",1,8,4,3
